;Latitude;Longitude;cluster
2696;44.854;10.046;-1
2697;56.878;24.114;-1
2698;44.86353;10.007772;62
2699;52.384;13.105;-1
2700;50.57;7.244;-1
2701;51.001442;6.582146;-1
2702;42.182;24.308;80
2703;53.584;9.938;48
2704;48.83;8.73;-1
2705;44.860497;10.062398;62
2706;45.457962;9.224434;61
2707;50.73;4.244;-1
2708;47.96;10.908;-1
2709;49.636;8.622;3
2710;49.082;9.102;-1
2711;50.812;4.792;33
2712;48.374;10.876;11
2713;50.726;7.08;-1
2714;49.088;11.886;13
2715;48.35535;-1.2067838;88
2716;51.199715;6.739641;17
2717;48.092;11.484;12
2718;50.883446;7.090197;15
2719;48.13;11.356;12
2720;50.356;10.34;-1
2721;43.612;1.448;89
2722;47.838;12.128;-1
2723;48.836;9.172;0
2724;51.17637;4.181893;-1
2725;51.716;14.324;-1
2726;43.568;7.136;-1
2727;52.55;13.408;-1
2728;47.559;7.6;10
2729;48.148;17.106;60
2730;42.658;23.374;-1
2731;48.184;-1.916;88
2732;51.435;-2.611;87
2733;53.585293;10.060083;47
2734;48.18;11.4;12
2735;50.836;4.43;-1
2736;50.36;8.726;-1
2737;50.380947;8.723518;-1
2738;52.52861;13.333856;57
2739;50.86;10.562;-1
2740;44.816;20.42;77
2741;51.234;6.754;17
2742;48.10099;14.72639;56
2743;50.01;20.02;70
2744;49.494;8.41;3
2745;48.202;12.77;-1
2746;44.898;20.297;77
2747;49.402;8.668;3
2748;59.364;18.016;91
2749;51.98387;5.963511;24
2750;51.098;6.414;-1
2751;52.408;16.826;74
2752;52.239433;10.588945;43
2753;48.724228;11.180328;-1
2754;51.098;6.414;-1
2755;49.954716;11.498547;44
2756;52.018;8.542;41
2757;50.83048;6.438074;-1
2758;53.626217;9.894911;-1
2759;48.54;9.268;-1
2760;48.54;9.268;-1
2761;48.54;9.268;-1
2762;48.145123;11.420589;12
2763;48.408;9.968;7
2764;51.088;6.572;-1
2765;42.238;24.684;80
2766;52.394;13.041;-1
2767;48.912;8.38;2
2768;50.992;6.808;-1
2769;45.702026;9.186925;61
2770;52.51055;13.28686;-1
2771;44.780125;10.302864;62
2772;54.488;-0.624;-1
2773;51.292;6.868;17
2774;52.464;-1.484;-1
2775;42.634;23.374;-1
2776;48.636;9.798;-1
2777;48.157;11.534;12
2778;43.582;1.424;89
2779;50.83641;4.4263906;-1
2780;52.47205;4.841119;29
2781;48.834;9.194;0
2782;51.956;7.67;-1
2783;51.728;8.796;41
2784;52.46472;4.772049;29
2785;53.692;10.168;-1
2786;53.376;-6.262;-1
2787;53.346;-1.688;86
2788;47.208;9.038;-1
2789;41.652;9.378;-1
2790;50.988;10.318;-1
2791;53.59658;10.000225;47
2792;45.69988;9.185852;61
2793;51.166;4.47;35
2794;50.84;3.396;-1
2795;51.311752;9.469904;45
2796;52.606;6.454;-1
2797;45.65287;13.7813;-1
2798;51.716;8.748;41
2799;51.99296;7.658423;-1
2800;48.114;11.532;12
2801;56.858;24.34;-1
2802;48.528;9.05;-1
2803;51.046;7.01;-1
2804;52.512;13.3;57
2805;45.588;5.276;67
2806;51.952;7.618;-1
2807;48.802746;9.101234;-1
2808;52.072;4.274;-1
2809;45.568;5.448;67
2810;48.966;9.127;-1
2811;53.80694;10.389957;-1
2812;51.273;7.211;-1
2813;50.874;6.964;16
2814;42.666;23.284;78
2815;42.60104;23.18051;-1
2816;52.6;6.456;-1
2817;42.652;23.04;-1
2818;50.974;13.936;55
2819;48.81;9.148;0
2820;43.204376;27.8994;81
2821;42.7;23.36;79
2822;54.078;12.106;-1
2823;49.826;11.194;44
2824;53.656;7.276;-1
2825;48.65323;9.21993;-1
2826;50.914;6.638;-1
2827;48.738;9.228;-1
2828;52.746;13.474;-1
2829;50.878;8.036;-1
2830;53.26058;8.118155;51
2831;52.412827;13.420888;-1
2832;42.666;23.392;-1
2833;51.246;6.79;17
2834;52.438;13.228;-1
2835;53.986;11.676;-1
2836;53.387527;-1.4942801;86
2837;50.948;6.956;16
2838;48.766;2.272;66
2839;49.234;8.554;-1
2840;50.832176;4.342224;-1
2841;55.75382;37.87203;93
2842;52.357567;9.746843;42
2843;48.33374;9.328301;-1
2844;52.199963;21.053755;72
2845;52.200417;21.052296;72
2846;50.938;5.396;32
2847;50.83932;4.4107695;34
2848;51.443447;6.967184;19
2849;50.107;8.684;5
2850;50.154488;8.182544;6
2851;49.128;8.52;2
2852;52.236;10.582;43
2853;51.302;7.744;-1
2854;51.52268;7.230755;20
2855;52.87;-1.416;86
2856;48.565;10.673;11
2857;56.742;38.866;93
2858;50.546684;8.7411375;-1
2859;48.801;9.094;-1
2860;51.112225;13.7627325;55
2861;52.38;9.67;42
2862;51.35;6.602;18
2863;49.588;6.26;-1
2864;48.834;8.736;-1
2865;52.53146;13.435362;58
2866;44.856827;10.049727;62
2867;51.49665;7.404717;-1
2868;52.524;14.104;-1
2869;51.604;7.316;-1
2870;48.49164;11.344381;12
2871;48.776;8.92;-1
2872;52.511;13.393;-1
2873;50.83384;4.3779845;34
2874;50.769;7.302;15
2875;48.534;20.382;-1
2876;50.88274;4.3364153;-1
2877;50.904;6.922;16
2878;49.76;6.632;-1
2879;44.86;10.066;62
2880;53.22846;6.512103;38
2881;52.90716;8.820702;50
2882;48.930767;8.365383;2
2883;49.606;8.738;3
2884;49.6;8.746;3
2885;49.56;8.708;3
2886;49.722;6.626;-1
2887;52.33;9.104;41
2888;49.73;6.706;52
2889;48.176533;11.511107;12
2890;52.248;15.818;-1
2891;49.912;10.924;44
2892;48.279243;8.866865;-1
2893;47.658;9.922;-1
2894;41.254;1.902;89
2895;41.256;1.902;89
2896;41.256;1.904;89
2897;41.256;1.904;89
2898;49.662;10.162;14
2899;48.794;9.19;0
2900;48.492;9.198;-1
2901;51.326;4.568;35
2902;52.374;4.626;-1
2903;49.31;8.642;3
2904;53.128;8.228;51
2905;45.654;13.804;-1
2906;46.610653;14.039734;-1
2907;53.548;9.964;48
2908;46.91733;19.666286;68
2909;46.932;19.658;68
2910;46.76;19.604;68
2911;42.13;24.762;80
2912;45.534;5.292;67
2913;48.731;9.116;-1
2914;52.014;4.362;31
2915;48.954;9.442;-1
2916;49.75;6.104;-1
2917;47.737;8.975;8
2918;47.524;7.814;10
2919;51.44819;6.568133;18
2920;48.338;11.078;11
2921;44.507;11.347;63
2922;43.062;25.626;-1
2923;49.688;6.142;-1
2924;57.92397;12.082815;83
2925;48.63;9.047;1
2926;51.556534;4.545388;-1
2927;52.324425;20.980997;72
2928;51.83832;4.696733;-1
2929;52.344;16.79;74
2930;49.25;8.716;3
2931;50.892;7.082;15
2932;49.17;14.572;-1
2933;48.126;11.55;12
2934;49.726;6.682;52
2935;52.090473;4.3080316;-1
2936;50.452;30.446;92
2937;48.721;9.267;-1
2938;51.581;6.96;19
2939;44.823547;10.331826;62
2940;60.223465;24.986244;-1
2941;52.046;4.724;30
2942;42.52222;27.450113;81
2943;50.014;8.352;6
2944;51.27;6.522;-1
2945;51.568;7.189;20
2946;52.034;20.65;72
2947;51.222;5.678;-1
2948;51.348;6.596;18
2949;48.19841;12.771215;-1
2950;50.612;6.656;-1
2951;52.436;13.238;-1
2952;48.734;9.112;-1
2953;53.303947;6.490007;38
2954;48.694;9.164;-1
2955;50.91727;15.762822;-1
2956;55.656;37.422;93
2957;48.71741;8.760132;-1
2958;51.558;6.988;19
2959;53.324368;-1.5220249;86
2960;54.678;9.11;-1
2961;50.978;13.866;55
2962;51.54;11.87;53
2963;51.54;11.866;53
2964;51.536;11.884;53
2965;50.982;11.022;-1
2966;50.772;6.1;21
2967;50.55591;8.495436;-1
2968;47.938;7.758;10
2969;51.092;13.916;55
2970;43.292;-2.888;-1
2971;53.392216;-1.5184522;86
2972;48.454;9.388;-1
2973;51.564;6.99;19
2974;51.796;13.006;-1
2975;42.645668;23.374859;-1
2976;53.375206;-1.44629;86
2977;51.476;7.429;-1
2978;50.109;8.63;5
2979;55.24324;36.637817;93
2980;51.098877;3.969368;-1
2981;48.685;9.015;1
2982;54.14;11.754;-1
2983;50.884;4.698;33
2984;52.50665;13.477925;58
2985;42.642;23.31;-1
2986;48.143;11.469;12
2987;53.622;9.944;48
2988;53.594;9.952;48
2989;47.692;9.4;-1
2990;51.45;7.04;19
2991;53.7;10.252;-1
2992;52.726;-2.108;86
2993;52.23597;16.840244;74
2994;52.407627;17.048695;74
2995;53.024;8.63;50
2996;50.93;5.326;32
2997;53.350807;-1.4742184;86
2998;51.946;10.558;43
2999;42.896;20.868;-1
3000;42.696;23.338;79
3001;42.708;23.312;79
3002;51.194;6.642;-1
3003;50.86;13.466;55
3004;50.954357;5.3110156;32
3005;59.952;10.818;-1
3006;51.426;6.968;19
3007;50.103;8.549;5
3008;51.142;16.89;73
3009;57.138;-2.118;90
3010;48.642;9.008;1
3011;50.924072;13.332432;55
3012;49.394;11.136;44
3013;52.51411;13.716836;-1
3014;48.732;9.146;0
3015;48.608;9.092;-1
3016;48.77;9.186;0
3017;50.236;11.734;-1
3018;50.836;4.38;34
3019;48.688;8.997;1
3020;49.486;12.176;13
3021;51.174137;4.4389033;35
3022;53.602;11.418;-1
3023;48.624557;10.024437;-1
3024;53.38923;-1.5127454;86
3025;52.394;9.756;42
3026;48.768;14.984;56
3027;53.602978;10.139345;-1
3028;48.156;11.538;12
3029;59.494;17.94;91
3030;47.056;15.472;59
3031;47.444;8.334;9
3032;49.548;8.658;3
3033;48.676;11.676;-1
3034;52.52;13.476;58
3035;48.28935;16.422112;60
3036;49.702;8.618;4
3037;52.338;9.816;42
3038;49.476;6.704;52
3039;42.864;23.36;-1
3040;47.966;-1.616;88
3041;47.542;15.554;59
3042;48.8;9.002;-1
3043;48.154;11.53;12
3044;48.8;9.002;-1
3045;47.964;-3.842;88
3046;44.857124;10.065614;62
3047;49.428;11.07;44
3048;52.511;13.271;-1
3049;51.956;12.98;-1
3050;51.17;4.884;-1
3051;49.809658;7.964195;-1
3052;50.84;4.382;34
3053;49.884;8.666;4
3054;49.932;10.98;44
3055;49.816;7.964;-1
3056;50.2184;8.651715;5
3057;48.77145;9.183696;0
3058;48.02;11.477;12
3059;48.835392;9.16929;0
3060;49.348;8.69;3
3061;50.866;4.398;34
3062;48.194;11.546;12
3063;49.88;8.648;4
3064;48.823;9.217;0
3065;48.188;9.964;7
3066;51.234;7.616;-1
3067;48.74;8.736;-1
3068;48.884;9.21;-1
3069;48.30866;16.31992;60
3070;51.312;4.266;-1
3071;48.824;9.118;-1
3072;60.60237;15.550813;91
3073;49.572;10.994;44
3074;48.152;11.562;12
3075;48.566;8.846;-1
3076;42.896;20.874;-1
3077;48.906;9.27;-1
3078;52.49213;13.377207;57
3079;51.997707;5.6772494;25
3080;45.562;12.074;65
3081;49.18291;6.7378225;52
3082;53.954;9.506;-1
3083;51.13;6.612;-1
3084;51.13;6.612;-1
3085;51.04635;13.796384;55
3086;50.103;8.663;5
3087;52.528;13.342;57
3088;42.686512;23.348078;79
3089;59.536;13.468;-1
3090;48.748;2.222;66
3091;51.446;7.164;20
3092;52.465;13.323425;57
3093;50.364;8.944;-1
3094;53.232;6.556;38
3095;53.672;10.014;-1
3096;48.0;10.582;-1
3097;50.772;0.274;84
3098;52.123203;8.623041;41
3099;52.188;7.838;-1
3100;52.216667;6.8742495;-1
3101;47.202;15.258;59
3102;52.49;13.326;57
3103;51.598;7.668;-1
3104;48.736;9.218;-1
3105;42.02;23.992;-1
3106;52.474976;13.332148;57
3107;50.660934;3.1458745;37
3108;42.028;23.994;-1
3109;58.155518;12.320646;83
3110;59.942;30.472;93
3111;52.29824;4.9106765;29
3112;50.126;8.45;5
3113;42.804;23.342;-1
3114;52.508;13.468;58
3115;57.141373;-2.1031175;90
3116;50.858;13.662;55
3117;51.686;8.684;41
3118;50.784;6.496;-1
3119;48.504;9.224;-1
3120;53.386;-1.514;86
3121;42.642;23.366;-1
3122;49.902;10.074;14
3123;53.964;13.448;-1
3124;51.306;12.384;53
3125;49.987835;11.044293;44
3126;52.21129;20.982803;72
3127;52.28;8.058;-1
3128;50.202;7.852;-1
3129;47.854;10.424;-1
3130;50.956;5.32;32
3131;51.366;11.298;-1
3132;47.746;9.0;8
3133;43.222;27.936;81
3134;41.836;23.48;-1
3135;59.494;17.978;91
3136;59.494;17.978;91
3137;48.293;8.492;-1
3138;50.288;10.966;44
3139;54.174;12.092;-1
3140;50.858;4.404;34
3141;52.45;13.326;-1
3142;50.594;8.664;-1
3143;49.91;8.648;4
3144;52.65;8.116;-1
3145;50.022;8.424;-1
3146;51.046;4.498;-1
3147;49.4;8.632;3
3148;53.094;8.8;50
3149;52.396;10.696;43
3150;53.672;10.064;-1
3151;44.788;10.332;62
3152;53.592;10.044;47
3153;51.081;13.732;55
3154;51.33898;12.384855;53
3155;51.462;14.346;-1
3156;51.046;6.406;-1
3157;53.862;10.672;-1
3158;50.94;6.888;16
3159;53.026;-1.092;86
3160;51.318;6.202;-1
3161;53.553665;9.947725;48
3162;48.6;9.641;-1
3163;52.002;10.266;43
3164;52.12904;5.0189;27
3165;50.133095;8.677834;5
3166;51.15873;16.875032;73
3167;45.992;11.262;-1
3168;52.024704;0.237059;-1
3169;51.42835;7.592977;-1
3170;50.984;10.934;-1
3171;46.968;9.561;-1
3172;53.266;7.92;51
3173;51.464;7.078;19
3174;48.976;9.584;-1
3175;51.47;6.77;18
3176;49.844;8.644;4
3177;50.014;8.25;6
3178;49.12008;6.6421633;52
3179;47.078;15.536;59
3180;48.111;11.581;12
3181;47.444;8.334;9
3182;53.466232;9.948181;-1
3183;53.572;10.174;-1
3184;51.38;-0.176;85
3185;49.31;8.134;-1
3186;47.158;7.592;-1
3187;53.632;10.016;-1
3188;53.624;10.106;-1
3189;48.20965;16.373684;60
3190;48.394;15.468;60
3191;51.488;0.152;85
3192;49.513;11.279;44
3193;43.158;25.302;-1
3194;44.689716;10.639277;62
3195;51.03466;3.75918;36
3196;48.898;9.182;-1
3197;53.238;10.394;46
3198;51.17939;9.383274;45
3199;51.732;5.364;-1
3200;51.202;6.774;17
3201;52.224;7.484;-1
3202;48.088;-1.6713274;88
3203;49.648;8.57;3
3204;50.971123;6.7551475;-1
3205;52.59;-1.072;-1
3206;50.962;6.538;-1
3207;47.558;7.602;10
3208;50.769;6.092;21
3209;53.222;8.794;50
3210;50.898;4.662;33
3211;48.106;11.548;12
3212;50.426;7.664;-1
3213;53.602;9.816;-1
3214;52.916;12.834;-1
3215;49.938034;13.39017;-1
3216;52.177505;21.07505;72
3217;49.869;8.668;4
3218;54.30167;10.110416;49
3219;50.832;5.59;32
3220;51.423622;7.280635;20
3221;51.388;7.086;19
3222;47.138;15.498;59
3223;48.738;9.106;-1
3224;44.80142;20.472464;77
3225;50.932;6.78;-1
3226;51.021233;7.370919;-1
3227;48.408;9.975;7
3228;60.817707;25.486448;-1
3229;53.425274;10.840588;-1
3230;52.062;5.384;26
3231;49.002;9.204;-1
3232;53.364;-1.488;86
3233;49.54;8.642;3
3234;50.958;10.994;-1
3235;48.154;15.094;56
3236;50.948456;5.308091;32
3237;49.466;11.068;44
3238;60.063374;15.700826;91
3239;50.392;8.008;-1
3240;43.712;26.824;-1
3241;49.01;8.39;2
3242;50.844;5.304;32
3243;48.872;9.226;-1
3244;48.106;11.708;12
3245;53.562;10.038;47
3246;52.956;5.906;-1
3247;47.979;8.01;10
3248;48.28624;11.904859;12
3249;51.168;6.84;17
3250;52.118;11.436;-1
3251;51.1;6.516;-1
3252;44.444;26.152;-1
3253;52.091167;4.7473974;30
3254;49.286;10.788;44
3255;52.54334;13.4168625;-1
3256;49.31;7.44;-1
3257;50.436;30.508;92
3258;48.132378;11.5329895;12
3259;50.748;6.154;21
3260;48.67;9.0;1
3261;49.14474;9.237429;-1
3262;50.82;0.236;84
3263;53.104;8.228;51
3264;53.564;8.112;51
3265;51.446;6.528;-1
3266;47.426;9.373;8
3267;52.536;5.686;-1
3268;52.294;7.76;-1
3269;48.78;9.174;0
3270;49.54;8.574;3
3271;48.81;9.282;-1
3272;52.542;13.426;-1
3273;50.852;15.602;-1
3274;51.0;13.684;55
3275;53.527565;9.864243;-1
3276;67.864;24.99;-1
3277;53.596;9.982;48
3278;52.074425;5.040211;27
3279;49.456;10.644;44
3280;49.52629;10.970719;44
3281;52.422;13.678;-1
3282;53.328;9.856;-1
3283;48.756;9.294;-1
3284;48.136;11.565;12
3285;45.539856;10.886282;64
3286;50.816;12.828;54
3287;52.486;13.374;57
3288;48.68598;11.613058;-1
3289;51.5145;13.71788;55
3290;51.466;3.61;-1
3291;48.078;11.522;12
3292;50.752937;4.1651435;-1
3293;52.54;13.764;-1
3294;57.072;-2.797;90
3295;50.877735;4.3252954;-1
3296;49.602;11.046;44
3297;50.77777;6.0887995;21
3298;53.208572;6.7965975;38
3299;53.196;6.592;38
3300;44.820763;20.471249;77
3301;49.984;10.672;44
3302;50.26089;8.69688;5
3303;49.738;9.004;-1
3304;52.033;7.094;-1
3305;49.404;8.248;3
3306;48.646;9.026;1
3307;51.928;7.707;-1
3308;51.37;5.254;-1
3309;50.814;8.53;-1
3310;52.148;5.222;27
3311;49.056;9.24;-1
3312;50.462;30.466;92
3313;51.965;7.643;-1
3314;48.784077;9.164145;0
3315;47.642;8.07;9
3316;51.964;7.642;-1
3317;51.955;7.651;-1
3318;51.41569;7.273518;20
3319;52.074;4.748;30
3320;53.092;8.746;50
3321;51.906;7.62;-1
3322;51.830414;12.237885;53
3323;53.607082;10.12674;-1
3324;48.02715;9.792495;-1
3325;50.892;4.702;33
3326;47.974;13.826;-1
3327;51.58301;7.1489177;20
3328;52.478;13.534;-1
3329;49.081146;8.396992;2
3330;50.916;5.344;32
3331;48.316;11.558;12
3332;55.652;37.71;93
3333;52.602;12.998;-1
3334;52.13;5.028;27
3335;48.636;10.152;7
3336;45.624;13.784;-1
3337;52.314;8.91;41
3338;50.836;12.078;-1
3339;48.748432;-3.4656458;88
3340;49.812;9.87;14
3341;48.132;11.576;12
3342;52.418;13.398;-1
3343;52.14;11.636;-1
3344;49.756;8.61;4
3345;47.99;7.846;10
3346;50.93;6.924;16
3347;51.212;3.228;37
3348;51.62;-3.97;-1
3349;48.283783;7.8159585;10
3350;48.518;8.833;-1
3351;48.59;11.41;12
3352;49.164;9.06;-1
3353;50.966;11.038;-1
3354;50.24;8.406;-1
3355;48.022;7.858;10
3356;51.142;14.924;-1
3357;51.002;4.096;-1
3358;50.452;23.404;-1
3359;53.88;10.84;-1
3360;53.586;10.014;47
3361;50.838;7.214;15
3362;52.96;5.916;-1
3363;44.824;-0.43;89
3364;51.238;9.562;45
3365;52.518394;4.704769;-1
3366;54.07;10.012;-1
3367;51.316;12.37;53
3368;48.855;9.291;-1
3369;50.76;0.266;84
3370;51.048;3.652;36
3371;50.108;8.584;5
3372;52.908;8.804;50
3373;50.976;7.034;16
3374;43.618;25.336;-1
3375;56.954;24.138;-1
3376;48.16;11.452;12
3377;53.34;9.888;-1
3378;42.624;23.406;-1
3379;51.518;6.67;18
3380;48.12017;12.299077;-1
3381;51.83115;5.008159;-1
3382;42.711;23.419;-1
3383;51.558453;-0.079949;85
3384;51.6;4.994;-1
3385;51.6;4.994;-1
3386;48.110157;11.775397;12
3387;54.022;10.76;-1
3388;48.718;9.274;-1
3389;50.374;8.006;-1
3390;42.693;23.359;79
3391;48.114906;11.581892;12
3392;55.935886;37.49003;93
3393;52.481;13.436754;58
3394;52.39;9.754;42
3395;46.312;4.776;67
3396;53.082508;8.819234;50
3397;50.72;7.452;-1
3398;51.021248;4.9685574;-1
3399;52.08;5.63;25
3400;50.044;10.218;14
3401;47.086708;11.473227;-1
3402;50.948;10.696;-1
3403;42.164;24.762;80
3404;59.404;18.414;91
3405;52.068;6.968;-1
3406;48.878;8.334;2
3407;51.118;7.12;-1
3408;51.328;3.86;36
3409;49.5;17.736;-1
3410;51.69;5.27;-1
3411;46.202;6.242;-1
3412;51.214;9.202;-1
3413;43.846;25.95;-1
3414;42.69;23.328;79
3415;43.716;25.95;-1
3416;45.62;13.784;-1
3417;50.89;4.724;33
3418;52.341;9.763;42
3419;52.392;9.75;42
3420;46.20198;6.242634;-1
3421;52.362724;9.763143;42
3422;51.12;3.702;36
3423;51.294;8.608;-1
3424;53.22;-0.554;86
3425;52.37233;6.48417;-1
3426;50.82135;5.1848927;32
3427;44.81791;20.471539;77
3428;44.5315;11.352;63
3429;55.883194;37.523582;93
3430;50.137608;8.161467;6
3431;48.366;10.874;11
3432;50.338;8.81;-1
3433;47.188;8.896;9
3434;48.092;11.842;12
3435;43.964;22.862;-1
3436;52.06124;8.723751;41
3437;53.077026;8.822304;50
3438;48.022;-1.74;88
3439;51.436558;7.0120697;19
3440;47.2;10.902;-1
3441;43.997;22.858;-1
3442;48.958;8.284;2
3443;41.536564;12.571312;-1
3444;49.862;8.316;6
3445;48.884;9.16;-1
3446;52.286;20.93;72
3447;48.458;7.928;10
3448;55.928898;37.5405;93
3449;51.143124;8.299707;-1
3450;43.986;22.872;-1
3451;46.738;7.622;-1
3452;42.701;24.179;-1
3453;51.476;7.77;-1
3454;42.508;25.018;80
3455;42.254;23.126;-1
3456;51.698;-0.292;85
3457;51.71605;-4.947163;-1
3458;42.68;23.293;78
3459;51.645214;3.9072971;-1
3460;51.398144;-0.19052911;85
3461;53.082;8.816;50
3462;43.988;22.875;-1
3463;52.524197;13.328664;57
3464;55.888477;37.52183;93
3465;63.108;21.638;-1
3466;42.163;24.741;80
3467;42.674;23.284;78
3468;50.863895;4.3682375;34
3469;50.86397;4.368266;34
3470;50.936;4.042;-1
3471;48.382;9.102;-1
3472;55.922;37.54;93
3473;42.69;2.586;89
3474;48.176;11.712;12
3475;50.85;4.504;-1
3476;43.222;27.924;81
3477;48.158695;11.550069;12
3478;50.964;6.946;16
3479;51.69;5.862;-1
3480;52.246;21.054;72
3481;52.48;13.422;-1
3482;55.936325;37.518955;93
3483;51.3162;6.5692234;-1
3484;49.871;8.651;4
3485;51.94699;4.369946;31
3486;55.8974;37.482697;93
3487;53.45;10.382;46
3488;42.684044;23.326601;79
3489;48.254;12.414;-1
3490;51.436;6.784;18
3491;51.99086;21.209404;72
3492;53.577;9.955;48
3493;59.302933;18.028902;91
3494;49.04257;12.094337;13
3495;51.984;21.208;72
3496;42.703;23.349;79
3497;52.01119;4.706706;30
3498;51.836;8.33;41
3499;47.478;7.6;10
3500;52.262;10.498;43
3501;53.49;10.174;-1
3502;53.80124;12.196121;-1
3503;53.09463;13.8809;-1
3504;42.234;24.724;80
3505;52.254;4.49;-1
3506;50.190926;8.464733;5
3507;53.36;9.736;-1
3508;55.882;-4.336;90
3509;45.61;5.858;67
3510;44.858845;10.05557;62
3511;49.272;7.014;52
3512;42.683;23.335;79
3513;47.59;7.666;10
3514;49.052273;8.394327;2
3515;48.727337;9.322991;-1
3516;53.496;7.84;-1
3517;52.52;13.352;57
3518;54.018;9.3;-1
3519;44.8583;10.06827;62
3520;47.204;10.894;-1
3521;53.546;9.974;48
3522;53.552;9.94;48
3523;48.25;14.318;56
3524;50.90059;4.33328;-1
3525;50.436;30.508;92
3526;52.586;13.284;-1
3527;50.799;6.073;21
3528;55.914;37.554;93
3529;51.07;10.93;-1
3530;51.962;8.56;41
3531;47.216576;15.644666;59
3532;50.987427;4.231055;-1
3533;53.33;11.498;-1
3534;53.972;12.286;-1
3535;48.73;9.136;0
3536;47.152;9.828;-1
3537;47.993;7.869;10
3538;57.948;12.514;83
3539;48.77;8.944;1
3540;50.942;4.026;-1
3541;47.966;7.854;10
3542;45.624;13.78;-1
3543;50.918;4.004;-1
3544;50.96;3.898;-1
3545;54.282;10.07;49
3546;37.979;23.739;-1
3547;52.276;8.042;-1
3548;48.356;10.938;11
3549;55.879898;37.49339;93
3550;52.392;9.739;42
3551;48.905067;9.464663;-1
3552;51.06134;4.1268992;-1
3553;51.3749;-2.9145;87
3554;47.555996;7.5850697;10
3555;44.536;18.642;-1
3556;52.992;8.856;50
3557;48.19707;11.6157055;12
3558;50.948;3.946;-1
3559;42.676;26.306;-1
3560;53.562;9.963;48
3561;44.794262;20.488348;77
3562;48.732;9.15;0
3563;47.388;8.538;9
3564;51.17;6.83;17
3565;48.85533;9.186453;-1
3566;47.048;15.464;59
3567;50.846;5.714;-1
3568;52.87;9.578;-1
3569;50.846;5.714;-1
3570;50.846;5.714;-1
3571;50.987995;12.712605;53
3572;49.4;11.092;44
3573;48.804;8.331;2
3574;52.08;9.006;41
3575;50.017788;10.474135;14
3576;54.38;10.232;49
3577;47.069;15.402;59
3578;47.42;9.31;8
3579;49.194065;9.139245;-1
3580;47.684;10.806;-1
3581;53.557;10.007;47
3582;50.99452;4.323082;-1
3583;52.54;13.604;-1
3584;51.516;6.742;18
3585;48.038;11.216;12
3586;44.011;22.902;-1
3587;47.956898;8.500435;-1
3588;52.35;13.402;-1
3589;48.592;8.868;-1
3590;52.084;5.426;26
3591;51.12;13.132;54
3592;52.446;10.84;43
3593;51.508;7.534;-1
3594;48.804;9.156;0
3595;50.672;6.076;21
3596;50.92919;11.586387;-1
3597;52.074;4.754;30
3598;45.542;9.238;61
3599;52.388;13.096;-1
3600;51.844;7.684;-1
3601;45.628;13.79;-1
3602;48.48;11.946;12
3603;48.486;9.232;-1
3604;51.744;7.19;-1
3605;50.932;4.04;-1
3606;50.576;8.661;-1
3607;49.548;9.73;14
3608;51.545937;-0.14490098;85
3609;48.15;11.55;12
3610;51.056;3.656;36
3611;52.532;13.541;-1
3612;48.416;10.066;7
3613;42.168694;12.786056;-1
3614;51.05;6.246;-1
3615;50.782;6.074;21
3616;49.228;11.102;44
3617;49.788;8.742;4
3618;50.124;8.688;5
3619;49.957;8.46;-1
3620;45.492;11.548;64
3621;48.494;9.696;-1
3622;50.166;18.908;69
3623;52.188;21.024;72
3624;53.579;10.024;47
3625;52.438;4.836;29
3626;48.086;-1.62;88
3627;50.998;7.139;-1
3628;51.883347;5.305298;-1
3629;48.569237;7.787578;10
3630;51.572;7.372;-1
3631;53.013023;18.572254;75
3632;57.681973;11.977332;83
3633;48.872;9.22;-1
3634;55.876;9.83;-1
3635;52.106;5.534;-1
3636;48.398;8.016;10
3637;50.931;6.956;16
3638;52.474;13.304;57
3639;52.154;10.57;43
3640;53.596;9.972;48
3641;50.56;7.262;-1
3642;53.028;8.834;50
3643;52.378;4.658;29
3644;52.09349;5.248222;27
3645;47.428;15.006;-1
3646;48.47;9.226;-1
3647;51.956192;4.216265;-1
3648;48.142;16.29;60
3649;48.72;9.094;-1
3650;52.246;8.052;-1
3651;48.263004;11.673449;12
3652;49.265;6.862;52
3653;52.486;13.386;57
3654;50.708;7.084;-1
3655;50.132;8.678;5
3656;49.512;5.992;-1
3657;64.758;20.962;-1
3658;50.855938;4.333343;-1
3659;52.016;8.714;41
3660;50.864;4.346;-1
3661;52.298;8.888;41
3662;47.564;9.684;-1
3663;48.222;11.474;12
3664;51.952;6.146;-1
3665;50.95;6.92;16
3666;49.986;8.646;4
3667;43.366962;5.3084674;-1
3668;52.302;6.752;-1
3669;53.400776;6.6805453;38
3670;50.976;6.936;16
3671;50.89324;8.040823;-1
3672;53.494;8.01;51
3673;48.964;9.118;-1
3674;49.502;11.754;44
3675;53.492;9.932;-1
3676;48.072;9.17;-1
3677;51.394497;6.6337066;18
3678;51.288;12.39;53
3679;49.89689;9.268985;-1
3680;51.364437;6.6480546;18
3681;48.412;10.297;7
3682;48.726;8.892;-1
3683;50.978;7.034;16
3684;48.712837;8.994737;1
3685;42.664;23.348;-1
3686;53.05897;4.801415;-1
3687;32.078;34.818;-1
3688;50.936;6.854;16
3689;44.835735;20.392208;77
3690;49.901;10.87;44
3691;38.704;0.152;-1
3692;50.788017;7.8397565;-1
3693;51.502;7.108;19
