;Latitude;Longitude;cluster
4407;51.704;5.7;-1
4408;52.044;5.626867;25
4409;53.522;9.806;-1
4410;52.545;13.418;-1
4411;51.528;9.942;-1
4412;47.858;11.156;-1
4413;49.828;8.746;4
4414;50.018;20.01;70
4415;50.042;8.968;-1
4416;50.074;8.436;-1
4417;47.544;7.586;10
4418;48.368;10.848;11
4419;53.142353;17.947575;75
4420;42.902;25.336;-1
4421;48.11669;11.535156;12
4422;50.858;6.572;-1
4423;48.226;12.668;-1
4424;51.145638;17.217579;73
4425;52.196;20.952;72
4426;50.96;5.332;32
4427;48.84;10.064;-1
4428;50.83;16.496;-1
4429;48.538;12.146;-1
4430;48.782;9.252;0
4431;49.742;18.802;69
4432;52.52548;13.304972;57
4433;52.411;9.012;41
4434;49.476;10.986;44
4435;51.15;4.47;35
4436;50.694;7.246;15
4437;55.87;26.506;-1
4438;49.05818;7.959244;-1
4439;52.173;7.546;-1
4440;55.812;37.56;93
4441;55.77;37.592;93
4442;50.812;7.17;15
4443;49.79;9.62;-1
4444;55.735195;38.048714;93
4445;48.57096;13.46726;-1
4446;45.63;8.886;61
4447;52.23644;21.135033;72
4448;50.817;7.156;15
4449;48.98;8.138;2
4450;47.04499;8.308612;9
4451;51.039;7.011;-1
4452;41.908306;12.669717;-1
4453;52.094;5.102;27
4454;51.02875;3.6707988;36
4455;52.04041;5.6376762;25
4456;51.065;7.039;-1
4457;49.923;19.907612;70
4458;49.924;19.906;70
4459;52.122;5.25;27
4460;51.042;7.056;-1
4461;51.850506;-2.2450678;87
4462;51.26;22.558;-1
4463;49.976;19.836;70
4464;51.840862;6.840224;-1
4465;50.885;7.062;15
4466;48.886;9.388;-1
4467;47.402;8.55;9
4468;51.196;3.51;36
4469;49.372;7.324;-1
4470;49.908;8.126;6
4471;51.044;7.075;-1
4472;48.862;11.372;-1
4473;50.938;7.286;-1
4474;50.882;6.962;16
4475;42.632;23.198;-1
4476;51.062;6.92;-1
4477;50.82399;4.4062443;-1
4478;50.858;4.382;34
4479;51.50032;7.477124;-1
4480;51.039;7.061;-1
4481;48.41;11.746;12
4482;42.64;24.356;-1
4483;55.596;37.538;93
4484;51.064;6.956;-1
4485;51.332;12.41;53
4486;50.02;19.916;70
4487;50.986;17.114;73
4488;51.058;6.925;-1
4489;48.304;16.364;60
4490;51.038;7.008;-1
4491;55.87;37.328;93
4492;52.17498;20.84561;72
4493;42.676;26.348;-1
4494;50.746;7.116;15
4495;51.238;6.818;17
4496;48.974;8.452;2
4497;49.594;8.734;3
4498;50.297226;18.692562;69
4499;49.364;8.804;3
4500;50.95;11.108;-1
4501;52.133713;21.103825;72
4502;48.89752;9.184357;-1
4503;49.34601;8.797517;3
4504;51.034;6.996;16
4505;49.602;6.116;-1
4506;52.17;21.054;72
4507;51.0587;6.920923;-1
4508;51.052;6.958;-1
4509;47.808;12.482;-1
4510;51.05;6.982;-1
4511;42.6899;23.31177;79
4512;43.312;27.152;-1
4513;52.08;5.228;27
4514;52.09484;21.05046;72
4515;55.463974;37.28654;93
4516;55.668;37.858;93
4517;51.032;7.082;-1
4518;51.036;7.068;-1
4519;50.94124;4.062389;-1
4520;51.034;3.742;36
4521;48.774;9.238;0
4522;51.041;6.997;-1
4523;50.834;4.388;34
4524;51.138;17.37;-1
4525;51.036;3.702;36
4526;42.67278;26.335806;-1
4527;52.465008;13.323927;57
4528;52.465034;13.324254;57
4529;45.286;5.968;67
4530;42.66;23.342;-1
4531;51.082;7.021;-1
4532;42.408;25.634;-1
4533;47.048;15.39;59
4534;52.51;13.318;57
4535;47.816;9.644;-1
4536;52.492;13.528;-1
4537;50.818;4.344;-1
4538;44.859295;10.048298;62
4539;47.812;13.026;-1
4540;49.20346;7.965526;-1
4541;51.063;7.036;-1
4542;50.825855;4.330489;-1
4543;47.154;27.614;-1
4544;48.442;9.994;7
4545;42.696;23.36;79
4546;48.0754;11.878729;12
4547;51.104;7.15;-1
4548;59.85;10.66;-1
4549;51.026;7.0;16
4550;52.5041;13.283675;-1
4551;43.508;1.504;89
4552;52.566;13.346;-1
4553;51.043;7.008;-1
4554;50.80011;4.3207426;-1
4555;51.388;7.032;19
4556;48.29;14.382;56
4557;42.649498;23.348;-1
4558;53.912;15.214;-1
4559;52.0119;5.981998;24
4560;52.393;13.037;-1
4561;49.762;8.646;4
4562;47.62;12.188;-1
4563;52.3;9.182;41
4564;50.848;4.652;33
4565;51.024;7.54;-1
4566;53.63;11.412;-1
4567;51.172;6.396;-1
4568;52.306;10.484;43
4569;51.94106;5.8759584;24
4570;42.431217;25.621305;-1
4571;49.873;8.649;4
4572;55.895416;37.602016;93
4573;50.898;4.902;-1
4574;51.098;14.506;-1
4575;44.78;17.194;-1
4576;44.511;11.397;63
4577;51.014;4.31;-1
4578;51.358;12.412;53
4579;52.24;20.902;72
4580;48.05;11.626;12
4581;51.976;5.66;25
4582;44.84;0.214;89
4583;50.745;7.262;15
4584;48.63;9.276;-1
4585;48.308;11.75;12
4586;49.055035;8.802961;-1
4587;50.016;20.002;70
4588;50.946;14.61;-1
4589;51.728;8.748;41
4590;48.308;14.274;56
4591;48.048;7.724;10
4592;49.646;8.56;3
4593;48.013653;11.580837;12
4594;43.708565;26.83536;-1
4595;50.398;8.814;-1
4596;51.038;7.006;-1
4597;54.378;10.202;49
4598;47.972;7.83;10
4599;47.644936;8.075923;9
4600;52.5463;13.344894;-1
4601;52.5463;13.344894;-1
4602;48.803;9.212;0
4603;49.134;8.412;2
4604;50.978;13.72;55
4605;50.976;13.72;55
4606;50.98865;13.57305;55
4607;48.828;12.396;13
4608;58.75;17.004;91
4609;49.405075;6.9492726;52
4610;40.182;44.516;-1
4611;43.285378;24.086216;-1
4612;48.064;12.768;-1
4613;48.748;9.174;0
4614;51.415;7.17;20
4615;55.775616;37.533176;93
4616;48.062;7.85;10
4617;54.26698;12.46986;-1
4618;44.912;8.204;-1
4619;45.46144;11.066362;64
4620;51.434;6.952;19
4621;45.644;13.756;-1
4622;52.23822;20.940382;72
4623;48.31;11.746;12
4624;51.17;17.024;73
4625;48.394;34.964;92
4626;48.69;9.016;1
4627;52.374;4.816;29
4628;48.74;-3.446;88
4629;51.828;19.574;71
4630;44.79822;10.329257;62
4631;52.0858;20.77576;72
4632;51.436;14.138;55
4633;52.07892;5.625362;25
4634;52.07828;5.6260295;25
4635;51.45;7.408;-1
4636;34.984;32.49;-1
4637;51.032;6.998;16
4638;51.046;7.08;-1
4639;52.546;13.408;-1
4640;52.21088;4.862514;29
4641;50.158;8.658;5
4642;47.104;15.486;59
4643;52.416;13.046;-1
4644;54.376385;18.611593;76
4645;52.008;4.576;30
4646;52.012;4.594;30
4647;48.56;9.207;-1
4648;48.472;11.934;12
4649;52.006;5.798;24
4650;43.626;10.58;-1
4651;51.986;4.664;30
4652;51.976;4.62;30
4653;51.972;4.614;30
4654;51.984;4.67;30
4655;48.786;9.166;0
4656;58.752;17.004;91
4657;51.399;8.068;-1
4658;55.802776;38.429646;93
4659;42.15466;24.73956;80
4660;48.502;9.194;-1
4661;51.93;8.112;-1
4662;52.564;10.056;-1
4663;47.53137;19.069174;68
4664;50.954;4.716;33
4665;50.962;6.96;16
4666;52.194;20.52;72
4667;42.699085;23.341919;79
4668;50.878;8.05;-1
4669;48.738;9.094;-1
4670;48.92621;8.374409;2
4671;54.610405;39.77937;93
4672;48.696;9.504;-1
4673;48.083;11.533;12
4674;50.878;8.05;-1
4675;50.024;19.22;69
4676;48.032;7.764;10
4677;52.615196;4.6259847;-1
4678;48.054;16.646;60
4679;52.566;13.44;-1
4680;47.491;9.724;-1
4681;52.196;21.416;72
4682;50.454;30.466;92
4683;48.422;16.167;60
4684;48.878;10.184;-1
4685;52.122765;20.947994;72
4686;52.348;20.928;72
4687;44.638;10.928;-1
4688;53.10069;18.028381;75
4689;52.19;20.91;72
4690;44.504;11.332;63
4691;41.406803;2.158902;89
4692;48.146;11.594;12
4693;53.419;11.843;-1
4694;47.48;8.214;9
4695;48.112;11.53;12
4696;51.652;7.852;-1
4697;48.554;7.834;10
4698;51.642;4.834;-1
4699;53.073063;8.833028;50
4700;51.916;8.378;41
4701;44.433735;26.133837;-1
4702;48.81315;9.158127;0
4703;53.658;9.797;-1
4704;45.308;9.488;61
4705;45.304325;9.506639;61
4706;50.988;11.068;-1
4707;41.24;16.5;-1
4708;47.744;10.58;-1
4709;42.38;26.146;-1
4710;48.226;16.4;60
4711;51.744;7.19;-1
4712;55.782;37.528;93
4713;50.11204;19.79865;70
4714;48.161;11.534;12
4715;55.654;37.592;93
4716;49.476;6.086;-1
4717;54.328575;13.077937;-1
4718;51.538;-0.084;85
4719;51.538;-0.084;85
4720;52.282;20.952;72
4721;53.564735;9.805446;-1
4722;47.892;9.97;-1
4723;53.592;9.706;-1
4724;45.307785;9.492215;61
4725;50.906;7.152;15
4726;52.444;20.698;72
4727;51.667168;7.6307054;-1
4728;48.672;9.375;-1
4729;51.172;6.808;17
4730;55.67;37.578;93
4731;52.068;20.806;72
4732;49.3;6.846;52
4733;49.298;6.844;52
4734;53.6335;10.1005;-1
4735;41.988983;21.467867;82
4736;45.672825;11.488014;64
4737;52.27446;13.353815;-1
4738;52.299683;21.094732;72
4739;55.65;37.49;93
4740;42.61439;23.367073;-1
4741;48.216;16.482;60
4742;47.991;7.855;10
4743;50.82;4.33;-1
4744;52.18611;5.931219;28
4745;53.352;-6.356;-1
4746;51.46;-2.536;87
4747;48.274;14.292;56
4748;41.37246;2.0693672;89
4749;48.688;9.012;1
4750;48.84;9.162;-1
4751;52.482944;13.353448;57
4752;46.056;13.616;-1
4753;46.054;13.614;-1
4754;49.926;8.608;4
4755;42.777016;23.14682;-1
4756;50.794;-1.066;-1
4757;40.108;18.302;-1
4758;44.784;10.336;62
4759;53.448;9.984;-1
4760;51.20461;16.162912;-1
4761;53.576;9.98;48
4762;52.4;16.92;74
4763;48.9;9.188;-1
4764;49.086;9.284;-1
4765;48.702;9.125;-1
4766;48.794;9.182;0
4767;48.199;11.798;12
4768;49.708;18.568;69
4769;50.237255;18.655146;69
4770;50.278328;18.654026;69
4771;53.576;9.934;48
4772;48.63503;13.038844;-1
4773;50.836;4.368;34
4774;58.392;15.656;-1
4775;42.868;25.32;-1
4776;55.786;37.168;93
4777;51.018;6.994;16
4778;46.578365;18.390926;68
4779;53.121662;17.998245;75
4780;48.216;-1.628;88
4781;43.608;1.236;89
4782;43.61;1.44;89
4783;43.542;1.462;89
4784;52.023193;5.6686234;25
4785;49.826;10.88;44
4786;54.48;18.556;76
4787;52.042;6.83;-1
4788;48.562;13.414;-1
4789;52.420464;20.725943;72
4790;51.70396;19.476254;71
4791;42.668;23.298;78
4792;51.902;9.542;-1
4793;53.586;10.04;47
4794;51.022;4.782;33
4795;42.142;24.72;80
4796;55.536;37.664;93
4797;49.686;21.766;-1
4798;51.078;12.108;53
4799;48.4;10.918;11
4800;52.533;13.435;58
4801;51.112;13.762;55
4802;51.073116;11.692897;-1
4803;48.87;8.44;2
4804;42.66498;23.2625;-1
4805;45.315735;9.501235;61
4806;44.92;8.616;-1
4807;52.241898;16.860943;74
4808;49.866;7.986;-1
4809;55.688;37.578;93
4810;52.012;4.324;31
4811;48.848;37.6;-1
4812;51.228;6.826;17
4813;49.81047;18.917765;69
4814;47.105442;15.130786;59
4815;47.072;15.132;59
4816;42.662;23.316;-1
4817;51.042;13.786;55
4818;50.812;7.132;15
4819;41.829556;23.484213;-1
4820;51.482;7.408;-1
4821;52.456;13.634;-1
4822;50.85133;4.3409667;-1
4823;52.428;13.302;-1
4824;49.94;7.774;-1
4825;42.703;23.373;-1
4826;51.934;7.414;-1
4827;44.608;11.58;63
4828;52.413696;13.27334;-1
4829;47.98;7.66;10
4830;48.035797;-1.7126296;88
4831;51.964092;5.9384713;24
4832;48.077045;11.885348;12
4833;42.664333;23.427164;-1
4834;51.797127;19.465899;71
4835;52.09;5.25;27
4836;52.268795;16.870478;74
4837;45.37;5.994;67
4838;48.304;12.565;-1
4839;48.13637;14.373615;56
4840;50.58;7.228;-1
4841;42.6774;23.31975;79
4842;47.422;9.656;-1
4843;51.947956;6.131893;-1
4844;49.739;10.153;14
4845;49.804;24.072;-1
4846;42.672062;23.354675;79
4847;51.593605;7.505167;-1
4848;42.54;23.496;-1
4849;49.858;8.562;4
4850;42.672;23.296;78
4851;48.204;16.516;60
4852;47.118;15.346;59
4853;48.741;9.317;-1
4854;44.662;10.942;-1
4855;51.581547;7.533346;-1
4856;59.866;30.174;-1
4857;50.32;8.054;-1
4858;49.12;-0.2;-1
4859;50.81261;4.347429;-1
4860;47.6391;9.210831;-1
4861;51.1;6.814;17
4862;47.558;10.218;-1
4863;59.912;30.3;93
4864;48.428;11.974;12
4865;50.866;12.75;54
4866;48.74572;12.682729;-1
4867;47.14;13.532;-1
4868;52.308918;20.771395;72
4869;54.774;9.434;-1
4870;53.686;9.994;-1
4871;42.666;23.372;-1
4872;55.106;36.814;93
4873;52.199;9.781;42
4874;53.56952;10.09914;-1
4875;50.97;7.192;-1
4876;48.298;10.008;7
4877;50.231396;18.679398;69
4878;51.646;7.078;-1
4879;48.7655;9.1465;0
4880;42.672;23.282;78
4881;50.928;5.346;32
4882;54.274;18.578;76
4883;54.27346;18.588217;76
4884;53.54;10.042;-1
4885;50.922;5.43;32
4886;54.27;18.558;76
4887;52.182;5.404;26
4888;53.584;9.818;-1
4889;54.381756;18.585375;76
4890;48.982;8.406;2
4891;52.13;5.598;25
4892;42.67;23.314;-1
4893;51.938;8.488;41
4894;52.25919;16.894146;74
4895;51.79134;4.7314005;-1
4896;51.76907;14.322131;-1
4897;53.694;9.704;-1
4898;52.275085;21.044867;72
4899;52.412;20.97;72
4900;49.72;7.296;-1
4901;52.25862;10.500983;43
4902;42.42107;25.622772;-1
4903;48.988;8.544;2
4904;52.388;13.39;-1
4905;50.986;6.783;-1
4906;48.158;17.118;60
4907;52.24352;20.984385;72
4908;59.28;17.806;91
4909;55.736;38.048;93
4910;53.806;11.598;-1
4911;48.46;7.934;10
4912;51.408;7.208;20
4913;53.555645;10.022795;47
4914;51.476;9.621;45
4915;50.968536;16.351675;-1
4916;50.046;21.954;-1
4917;48.528;9.087;-1
4918;42.67;23.398;-1
4919;51.227543;5.3165545;-1
4920;51.23385;5.344725;-1
4921;51.226734;5.317876;-1
4922;51.230892;5.2998075;-1
4923;51.239193;5.3049846;-1
4924;49.413;8.712;3
4925;50.750656;6.0863748;21
4926;51.237995;5.3561506;-1
4927;51.225353;5.2588468;-1
4928;48.122;11.66;12
4929;59.92291;30.343367;93
4930;53.222;7.446;-1
4931;42.69291;23.324587;79
4932;51.169;13.47;55
4933;51.46192;7.479563;-1
4934;50.914;13.858;55
4935;42.708;23.36;79
4936;42.906406;23.79174;-1
4937;51.974;4.616;30
4938;49.814;8.65;4
4939;48.796;9.93;-1
4940;51.308594;8.619173;-1
4941;52.832;13.816;-1
4942;48.586;13.492;-1
4943;53.568;13.266;-1
4944;52.232;21.084;72
4945;50.62725;11.180048;-1
4946;52.26;10.548;43
4947;52.34;4.962;-1
4948;48.442;10.934;11
4949;52.01;4.716;30
4950;47.81;8.81;-1
4951;48.396;11.754;12
4952;43.208;27.62;81
4953;43.25;27.708;81
4954;51.164383;16.898493;73
4955;48.14;11.488;12
4956;49.808884;8.653306;4
4957;42.748;12.732;-1
4958;49.956;19.816;70
4959;50.31863;8.048389;-1
4960;48.708;9.706;-1
4961;52.25;21.228;72
4962;52.044;4.582;30
4963;50.824;5.644;32
4964;50.444782;18.876852;69
4965;48.529;9.06;-1
4966;50.042;8.246;6
4967;50.084;18.44;69
4968;42.746353;23.286312;-1
4969;47.936;12.742;-1
4970;53.404;11.224;-1
4971;51.208;6.418;-1
4972;51.59899;5.3294926;-1
4973;52.517;13.443;58
4974;51.954;20.118;71
4975;49.81087;18.593935;69
4976;53.022;18.606;75
4977;42.643997;23.283676;-1
4978;49.042747;8.719496;-1
4979;50.82;2.666;-1
4980;50.012;8.264;6
4981;50.83;6.122;21
4982;53.558;9.95;48
4983;47.829197;19.024723;68
4984;53.046684;18.482775;75
4985;51.87;6.16;-1
4986;50.18;9.23;-1
4987;52.26561;21.04121;72
4988;53.807438;10.352815;-1
4989;44.768;17.206;-1
4990;51.114;13.666;55
4991;54.302;18.596;76
4992;42.704285;23.314816;79
4993;52.432;20.662;72
4994;48.152;11.584;12
4995;51.434063;-2.004356;87
4996;51.07;4.974;-1
4997;51.346;12.372;53
4998;51.346;12.372;53
4999;49.492;8.462;3
5000;42.746;23.606;-1
5001;42.82;23.374;-1
5002;53.016;18.632;75
5003;51.21;6.976;-1
5004;52.464825;13.397103;-1
5005;42.717663;23.238464;-1
5006;48.812;9.232;0
5007;55.646;37.518;93
5008;42.67;23.288;78
5009;50.2;8.219;6
5010;45.624;13.788;-1
5011;52.1;5.176;27
5012;44.53;18.62;-1
5013;51.298;6.43;-1
5014;48.136;13.428;-1
5015;42.78233;23.498259;-1
5016;42.642735;23.409262;-1
5017;42.642906;23.409529;-1
5018;45.328;9.514;61
5019;42.664;23.278;78
5020;43.272266;26.92016;-1
5021;48.15;14.004;56
5022;42.666;23.292;78
5023;50.824;16.284;-1
5024;50.848;-1.216;-1
5025;51.39;7.18;20
5026;42.698;23.292;-1
5027;50.546;12.292;-1
5028;51.658;5.3;-1
5029;42.626;23.32;-1
5030;42.628;23.378;-1
5031;48.648;8.908;-1
5032;42.654;23.316;-1
5033;44.859352;10.052801;62
5034;42.629;23.301;-1
5035;51.244;22.492;-1
5036;51.224;22.494;-1
5037;51.222;6.48;-1
5038;42.675;23.24;-1
5039;47.364;8.554;9
5040;49.914;6.264;-1
5041;49.118;10.762;44
5042;42.67;23.422;-1
5043;53.364178;-1.472168;86
5044;48.892;9.138;-1
5045;42.686634;23.313467;79
5046;51.2;6.738;17
5047;52.206;4.856;29
5048;54.176;12.102;-1
5049;48.74;9.106;-1
5050;53.15921;6.758486;38
5051;51.066;13.758;55
5052;45.600746;5.2193;67
5053;42.668;23.232;-1
5054;57.67;12.006;83
5055;52.37607;16.751898;74
5056;54.39288;18.611755;76
5057;50.883293;4.2174115;-1
5058;48.314;11.562;12
5059;52.07099;4.7047606;30
5060;50.44799;18.825144;69
5061;48.635994;9.528309;-1
5062;47.128;15.428;59
5063;48.606;9.096;-1
5064;50.834;6.901;-1
5065;48.186;11.526;12
5066;47.9;8.146;10
5067;49.55;11.94;-1
5068;52.241276;6.210048;-1
5069;43.69;27.956;81
5070;50.829903;4.395773;34
5071;49.078907;9.099252;-1
5072;50.844482;4.3986626;34
5073;54.654;9.41;-1
5074;48.15;11.574;12
5075;42.69;23.356;79
5076;51.698;10.426;-1
5077;42.67869;23.32865;79
5078;51.062294;3.7128077;36
5079;51.976;20.144;71
5080;48.794;9.52;-1
5081;49.35;20.898;-1
5082;51.054;3.654;36
5083;51.728;8.794;41
5084;51.101406;13.66368;55
5085;47.412;9.742;-1
5086;47.412;9.742;-1
5087;53.382;9.648;-1
5088;48.816;9.23;0
5089;51.12;3.702;36
5090;52.052;4.242;-1
5091;49.48;10.995;44
5092;53.974735;18.536001;76
5093;47.528;10.2543;-1
5094;50.446;7.546;-1
5095;51.04;3.684;36
5096;51.031197;3.722309;36
5097;51.034;3.73;36
5098;48.442;9.997;7
5099;45.116;5.782;67
5100;50.360603;19.083973;69
5101;50.300953;19.264103;69
5102;49.464;11.07;44
5103;50.927284;17.177433;-1
5104;52.182;21.206;72
5105;51.556;5.08;-1
5106;49.494;7.036;52
5107;49.226;8.108;-1
5108;51.963226;5.868521;24
5109;51.9788;5.918361;24
5110;48.464;11.926;12
5111;51.98;5.934;24
5112;52.00557;5.945127;24
5113;52.229;9.842;42
5114;52.182;8.78;41
5115;52.208;8.804;41
5116;51.96;5.886;24
5117;42.604;23.366;-1
5118;42.879333;23.800411;-1
5119;48.14862;17.10192;60
5120;51.52;6.818;18
5121;51.91;4.474;31
5122;51.542;16.45;-1
5123;42.61555;23.419344;-1
5124;50.831856;6.5245647;-1
5125;48.042;11.192;12
5126;47.328;9.64;-1
5127;52.084;5.304;27
5128;51.626;7.516;-1
5129;53.355045;-1.4665568;86
5130;50.99739;4.5445714;-1
5131;50.222603;18.671675;69
5132;51.434;6.786;18
5133;51.448;7.306;20
5134;42.69515;23.304602;79
5135;47.436;13.468;-1
5136;48.922;12.198;13
5137;53.108997;18.023325;75
5138;55.741512;37.636574;93
5139;50.37955;19.123127;69
5140;53.369057;-1.5016352;86
5141;52.493923;13.399364;-1
5142;52.268;9.008;41
5143;49.80834;18.919043;69
5144;50.252;18.688;69
5145;48.61;11.612;-1
5146;42.654;23.314;-1
5147;42.654;23.37;-1
5148;42.68245;23.377829;-1
5149;55.87604;37.313324;93
5150;52.44545;16.874832;74
5151;51.57;7.09;-1
5152;55.824;37.66;93
5153;52.42;13.498;-1
5154;42.75423;22.610416;-1
5155;51.455;7.409;-1
5156;52.52881;13.3342;57
5157;48.77;8.848;-1
5158;48.316;15.174;56
5159;51.82;8.682;41
5160;50.562;7.272;-1
5161;50.572;7.234;-1
5162;50.435005;18.933298;69
5163;51.118;4.034;-1
5164;50.934;6.998;16
5165;52.102;5.776;24
5166;48.734;9.34;-1
5167;48.674;9.018;1
5168;48.050842;7.8038473;10
5169;50.34;10.776;-1
5170;42.706;23.38;-1
5171;51.91;8.374;41
5172;46.08066;6.732873;-1
5173;49.4015;11.13;44
5174;51.614;8.33;41
5175;48.636;9.0;1
5176;52.442;16.896;74
5177;51.818;8.484;41
5178;52.266;10.536;43
5179;53.228;6.512;38
5180;51.05;14.608;-1
5181;50.824;4.36;-1
5182;51.232;6.826;17
5183;51.817;8.497;41
5184;52.272;13.356;-1
5185;51.442;6.996;19
5186;52.175453;10.343006;43
5187;48.62439;10.01852;-1
5188;51.334;6.339;-1
5189;43.08;25.55;-1
5190;42.848;25.468;-1
5191;48.862;9.32;-1
5192;49.226936;8.633557;-1
5193;55.998;37.212;93
5194;48.976;9.583;-1
5195;51.874;8.43;41
5196;53.2629;8.115575;51
5197;45.952;12.676;-1
5198;52.676;6.432;-1
5199;51.998;4.502;31
5200;47.354;8.528;9
5201;49.3;6.846;52
5202;47.61;7.672;10
5203;50.802177;12.800239;54
5204;41.996;23.098;-1
5205;48.891106;11.17784;-1
5206;50.032;21.978;-1
5207;51.35892;5.4627934;-1
5208;47.606;12.186;-1
5209;49.816;20.092;70
5210;48.158;11.568;12
5211;52.518;13.454;58
5212;47.042;15.498;59
5213;50.112;8.952;-1
5214;43.123127;25.686762;-1
5215;54.304;8.826;-1
5216;51.776;22.638;-1
5217;48.195164;12.769978;-1
5218;48.554;14.454;56
5219;51.452;6.378;-1
5220;51.43;5.54;-1
5221;52.264;10.526;43
5222;48.448;9.216;-1
5223;44.777374;10.355133;62
5224;51.937134;7.6162505;-1
5225;45.599648;5.223605;67
5226;49.54498;9.737918;14
5227;53.296;9.258;-1
5228;50.317657;8.050599;-1
5229;50.892;16.746;-1
5230;48.054;10.636;11
5231;42.636;23.198;-1
5232;48.12;11.576;12
5233;49.978;8.742;4
5234;49.968;7.754;-1
5235;48.113243;11.569455;12
5236;49.283867;19.8887;-1
5237;48.646;8.906;-1
5238;47.66;9.126;8
5239;53.734;10.64;-1
5240;51.842;-2.23;87
5241;52.336;21.182;72
5242;43.125046;25.682165;-1
5243;48.156;15.954;60
5244;50.772945;0.28155684;84
5245;49.662;8.448;3
5246;48.552;9.37;-1
5247;48.76;9.178;0
5248;51.078;12.108;53
5249;48.272;11.562;12
5250;49.474;11.082;44
5251;52.15;5.236;27
5252;52.542;13.362;-1
5253;47.43;11.878;-1
5254;42.708;23.308;79
5255;51.25;5.554;-1
5256;51.15;21.62;-1
5257;53.574856;9.611185;-1
5258;41.804;12.596;-1
5259;53.55;9.964;48
5260;49.462;11.0;44
5261;48.149;11.559;12
5262;44.18942;43.13685;-1
5263;51.902;12.836;-1
5264;51.188;16.374;-1
5265;42.656;21.17;82
5266;47.744;7.358;10
5267;53.912;9.138;-1
5268;52.267956;4.610709;-1
5269;48.5;9.172;-1
5270;51.363;6.947;19
5271;52.484;4.764;29
5272;49.994;8.0;-1
5273;48.111717;-1.4008079;88
5274;49.986;18.95;69
5275;53.152447;8.223033;51
5276;42.704;23.384;-1
5277;53.91196;9.138704;-1
5278;53.912;9.138;-1
5279;42.604;23.496;-1
5280;50.046;8.852;-1
5281;48.637905;9.652184;-1
5282;51.006;7.61;-1
5283;48.78;9.21;0
5284;52.358;4.926;29
5285;51.012344;6.189066;21
5286;50.238;18.834;69
5287;51.92;5.866;24
5288;51.504;7.456;-1
5289;43.21;27.91;81
5290;47.9802;17.010912;60
5291;48.12;14.854;56
5292;42.685;23.354;79
5293;52.332253;11.245573;-1
5294;49.718;11.082;44
5295;50.178;8.886;-1
5296;51.354;7.474;-1
5297;42.73395;23.467352;-1
5298;48.679;9.021;1
5299;53.058533;8.763459;50
5300;48.914;12.566;-1
5301;52.11;6.05;24
5302;46.472;30.76;-1
5303;48.17;11.602;12
5304;52.066;5.194;27
5305;50.18;7.036;-1
5306;51.3;6.252;-1
5307;48.43858;13.348382;-1
5308;52.07;5.19;27
5309;48.682;9.01;1
5310;48.158;11.816;12
5311;44.845085;9.332187;-1
5312;51.584595;16.798811;-1
5313;43.84837;25.94787;-1
5314;51.136;14.942;-1
5315;51.366;12.35;53
5316;52.582;13.406;-1
5317;48.806;9.14;0
5318;48.776;9.162;0
5319;53.56382;8.084921;51
5320;51.114;6.9;-1
5321;52.078;4.756;30
5322;50.718;7.328;-1
5323;49.19305;9.147798;-1
5324;50.966;5.284;32
5325;38.646;-9.154;-1
5326;48.773;9.152;0
5327;52.634;13.268;-1
5328;49.038704;12.16118;13
5329;54.316;10.182;49
5330;52.212;9.926;-1
5331;36.691196;-4.448617;-1
5332;48.71;9.622;-1
5333;50.296;18.96;69
5334;52.62;13.3;-1
5335;51.423435;7.2825155;20
5336;52.088;4.746;30
5337;51.982;5.75;24
5338;52.209;11.558;-1
5339;47.822;7.564;10
5340;46.936;15.514;59
5341;48.889275;9.119048;-1
5342;52.498;13.446;58
5343;52.441616;13.417513;-1
5344;48.245;16.439;60
5345;52.05;4.81;30
5346;52.758;6.872;39
5347;51.816956;10.342723;-1
5348;51.554;6.736;18
5349;49.602;8.722;3
5350;52.078;8.008;-1
5351;52.038;20.322;72
5352;52.484;13.572;-1
5353;48.812;11.682;-1
5354;50.342;19.212;69
5355;50.928;7.084;-1
5356;47.813;9.798;-1
5357;50.209316;8.557108;5
5358;51.061733;3.716745;36
5359;42.689;23.307;79
5360;50.856;6.076;21
5361;48.182;11.552;12
5362;40.924286;14.457124;-1
5363;49.458;11.1;44
5364;51.966;8.23;41
5365;54.35;10.198;49
5366;48.44163;9.996773;7
5367;48.085094;16.429052;60
5368;51.600777;4.825515;-1
5369;49.6;6.138;-1
5370;53.656;10.076;-1
5371;46.06901;11.11331;-1
5372;50.958;3.124;37
5373;48.519;9.052;-1
5374;53.552;9.942;48
5375;53.268;8.308;51
5376;50.928;6.946;16
5377;49.139683;9.223493;-1
5378;52.16071;5.2988358;26
5379;49.728;9.996;14
5380;52.16;5.298;26
5381;50.812;12.872;54
5382;48.958;8.286;2
5383;50.39;8.616;-1
5384;48.18;11.478;12
5385;49.802;9.923;14
5386;48.392;9.96;7
5387;50.122;8.644;5
5388;53.077805;10.566559;-1
5389;51.196;6.838;17
5390;51.111;6.961;-1
5391;53.586;9.956;48
5392;50.54;12.504;54
5393;48.29;11.46;12
5394;50.07589;19.898972;70
5395;47.316;-1.348;88
5396;54.490532;9.551258;-1
5397;51.996;5.884;24
5398;48.920113;8.75976;-1
5399;52.148457;21.020035;72
5400;52.52;13.464;58
5401;47.78122;35.21679;-1
