;cluster;Latitude;Longitude
2221;-1;52.077415;4.8305035
2222;26;53.154;8.202
2223;-1;46.742874;11.636833
2224;24;48.178;11.716
2225;17;50.804657;4.4044547
2226;-1;45.644;13.764
2227;27;51.534;11.866
2228;24;48.014;10.718
2229;10;51.424606;5.48461
2230;48;55.672;37.764
2231;-1;48.816;10.132
2232;-1;48.82086;10.121964
2233;31;47.044;15.744
2234;24;48.10578;11.667196
2235;-1;48.781822;8.67641
2236;-1;49.516;6.094
2237;48;55.574;37.474
2238;26;52.943207;8.764793
2239;7;50.901;7.035
2240;17;50.86;4.352
2241;-1;51.178;4.448
2242;0;48.828;9.064
2243;32;48.233032;16.35431
2244;0;48.824;9.068
2245;17;50.892265;4.383816
2246;-1;55.713017;13.336429
2247;23;53.54956;9.998627
2248;17;50.877743;4.381714
2249;29;52.446;13.28
2250;31;47.072;15.452
2251;-1;51.174;4.438
2252;-1;48.902;12.472
2253;0;48.76603;9.288102
2254;0;48.759;9.162
2255;-1;48.722;9.316
2256;21;52.056;8.51
2257;-1;51.18808;4.4469147
2258;-1;51.62684;7.142266
2259;-1;49.316265;6.09241
2260;-1;52.246;5.944
2261;-1;51.558;4.978
2262;0;48.677;9.242
2263;24;48.106;11.592
2264;24;48.368637;10.907047
2265;-1;48.68;8.89
2266;-1;48.52676;9.059504
2267;-1;56.964;24.016
2268;-1;50.648;7.183
2269;29;52.504295;13.355978
2270;11;52.226;5.2
2271;28;51.021;13.639
2272;44;53.470467;-1.4715618
2273;3;50.158;8.626
2274;-1;52.51;7.342
2275;2;49.65;8.574
2276;24;48.3602;10.90775
2277;16;50.92166;4.6
2278;16;50.936;4.654
2279;17;50.95;4.46
2280;17;50.846;4.418
2281;3;50.108;8.64
2282;22;52.44;9.612
2283;23;53.73335;9.665606
2284;11;52.078968;5.136937
2285;-1;48.70788;9.660651
2286;-1;41.426;13.854
2287;-1;48.554134;8.883213
2288;14;52.132;4.618
2289;7;50.974;6.786
2290;7;50.897;6.9
2291;7;51.154;6.938
2292;29;52.435867;13.27931
2293;23;53.668;10.288
2294;29;52.529;13.379
2295;43;51.38;0.098
2296;23;53.796;9.858
2297;14;51.928;4.472
2298;-1;48.686;9.738
2299;29;52.44;13.506
2300;31;47.056004;15.45262
2301;-1;48.43;9.888
2302;-1;45.496;11.034
2303;44;53.360916;-1.4996284
2304;23;53.563637;10.03528
2305;45;48.08891;-1.6709226
2306;23;53.562;10.032
2307;-1;45.454;11.062
2308;8;51.424797;6.786965
2309;8;51.42525;6.786418
2310;22;52.27;10.334
2311;-1;43.684;10.484
2312;3;50.124;8.598
2313;-1;44.090553;22.857002
2314;8;51.52;6.764
2315;0;48.762;9.168
2316;23;53.822;10.152
2317;-1;51.342;6.338
2318;45;48.13;-1.812
2319;27;50.652;12.216
2320;27;51.324;12.344
2321;29;52.51;13.582
2322;-1;43.188;24.16
2323;-1;43.214;24.164
2324;10;51.262;5.488
2325;-1;43.2;24.17
2326;25;50.202;10.948
2327;31;47.07212;15.426251
2328;24;47.67241;11.587824
2329;23;53.542;10.004
2330;-1;50.61;8.784
2331;-1;50.986;5.826
2332;-1;48.986;12.102
2333;33;47.674;19.32
2334;-1;45.382;10.998
2335;33;47.522;19.096
2336;35;52.235905;16.844774
2337;-1;48.532;8.722
2338;22;52.44795;10.0184965
2339;-1;49.496;8.154
2340;35;51.064;16.612
2341;25;49.26;10.496
2342;24;47.904;10.66
2343;35;51.15315;17.037973
2344;-1;57.652;11.908
2345;-1;57.172;-2.124
2346;-1;44.84;10.444
2347;43;50.774;0.268
2348;-1;56.466652;-3.2059157
2349;10;51.814915;5.7260413
2350;14;52.026;4.694
2351;23;53.227;10.4
2352;-1;52.5067;4.679865
2353;-1;48.51;9.06
2354;-1;49.63;6.162
2355;27;50.861;12.831337
2356;16;50.784;4.63
2357;-1;50.01;8.26
2358;32;48.288;15.982
2359;4;47.716797;9.382914
2360;26;53.15057;8.222435
2361;-1;52.148;11.652
2362;4;47.765877;9.603661
2363;16;50.9;4.648
2364;-1;51.634;7.112
2365;7;50.825;7.123
2366;25;49.942;11.57
2367;21;51.718;8.938
2368;-1;51.8;6.164
2369;29;52.614;13.496
2370;28;50.892;13.756
2371;17;50.82098;4.358577
2372;-1;51.04;5.856
2373;25;49.422;10.934
2374;29;52.446;13.434
2375;29;52.375187;13.605935
2376;-1;50.794;6.06
2377;-1;56.968;24.098
2378;-1;49.976;8.342
2379;24;47.92988;11.392602
2380;-1;50.395767;7.861673
2381;43;52.24588;-0.870265
2382;17;50.826935;4.344871
2383;24;48.21;11.453
2384;37;51.256;22.478
2385;28;50.96;13.88
2386;-1;49.86473;9.0798235
2387;-1;48.272;25.926
2388;25;49.472;10.94
2389;-1;46.07;13.222
2390;-1;49.184;2.418
2391;3;50.12;8.667
2392;3;49.900692;8.685422
2393;-1;51.902;7.626
2394;-1;49.184;8.054
2395;23;53.25;10.406
2396;10;51.71983;5.260276
2397;-1;50.922;6.704
2398;-1;49.91;6.792
2399;-1;48.458;7.888
2400;-1;48.729;9.337
2401;2;49.381;8.69
2402;24;48.178;11.566
2403;45;48.132;-1.658
2404;32;48.226723;15.664055
2405;17;50.86341;4.3190026
2406;-1;48.886;8.728
2407;8;51.214;6.786
2408;-1;47.448;8.582
2409;-1;48.82936;2.283445
2410;48;56.136;40.36
2411;23;53.580315;9.768131
2412;-1;44.86169;10.074297
2413;32;48.346;16.338
2414;0;48.777;9.133
2415;-1;49.166;7.312
2416;-1;50.196;8.096
2417;12;52.01532;5.4164743
2418;-1;53.056;4.804
2419;-1;50.196;8.096
2420;12;52.015293;5.4168177
2421;29;52.6;13.328
2422;29;52.533585;13.439711
2423;22;52.262;10.542
2424;-1;52.492306;4.644505
2425;22;52.276047;10.47766
2426;23;53.548;9.942
2427;-1;56.872654;14.801869
2428;-1;51.252274;15.568077
2429;4;47.655;9.732
2430;47;56.88;16.658
2431;-1;42.83105;23.39352
2432;-1;51.038;4.588
2433;-1;56.466675;-3.2063663
2434;29;52.508198;13.462723
2435;29;52.608;13.416
2436;29;52.495834;13.399868
2437;4;47.844;9.66
2438;-1;48.86411;2.03121
2439;24;48.18;11.508
2440;24;48.081;11.603
2441;48;54.208;37.686
2442;0;48.68;9.212
2443;0;48.869446;9.078889
2444;24;48.116;11.676
2445;-1;55.53;12.932
2446;3;50.126;8.696
2447;24;48.254;11.547
2448;22;52.282;10.56
2449;7;50.9414;6.7824163
2450;29;52.418;13.398
2451;27;50.924;11.6
2452;6;47.992;7.848
2453;-1;48.72933;9.331542
2454;3;50.237;8.606
2455;45;48.148;-1.656
2456;14;52.068;4.414
2457;-1;42.708;23.282
2458;24;48.104;11.594
2459;-1;56.916737;24.044714
2460;17;50.848;4.38
2461;-1;48.936;9.058
2462;7;50.98868;7.0372715
2463;24;47.788;11.858
2464;-1;50.9991;10.581775
2465;36;54.272;18.592
2466;-1;56.9163;24.045181
2467;33;47.59;19.022
2468;21;52.509434;8.606148
2469;-1;51.17781;4.3949122
2470;19;52.854;6.206
2471;14;52.222;4.51
2472;27;51.84;12.184
2473;-1;49.02;12.054
2474;-1;49.106873;9.763901
2475;-1;48.626;8.978
2476;3;49.731;8.615
2477;-1;43.59;1.444
2478;-1;43.12;1.178
2479;17;50.74435;4.2547026
2480;-1;49.728;9.228
2481;-1;52.918;9.214
2482;-1;43.604;1.364
2483;18;50.83248;3.4779427
2484;-1;51.578;7.306
2485;-1;50.864;6.438
2486;29;52.40644;13.065622
2487;23;53.448;10.228
2488;-1;49.358;8.256
2489;43;51.55454;-0.08730054
2490;-1;42.66943;23.23335
2491;29;52.7164;13.197204
2492;21;51.978;9.286
2493;25;49.600277;11.039216
2494;-1;46.308;25.288
2495;44;53.368904;-1.5040916
2496;24;47.499863;11.087719
2497;-1;52.113354;11.570541
2498;35;51.07;16.998
2499;23;53.57637;9.846534
2500;15;50.93579;5.328498
2501;-1;50.96;3.114
2502;3;49.73;8.614
2503;31;47.093;15.442
2504;1;48.898;8.308
2505;26;53.234406;8.542094
2506;0;48.778;9.166
2507;1;49.008;8.39
2508;34;49.71;19.208
2509;15;50.727276;5.2164083
2510;-1;50.489;6.448
2511;27;50.866245;12.904665
2512;-1;53.52;7.274
2513;19;52.764;6.89
2514;22;52.41;9.686
2515;-1;50.038;8.078
2516;-1;50.618;7.024
2517;15;50.814922;5.191139
2518;15;50.818516;5.22212
2519;15;50.9155;5.0753937
2520;15;50.872;5.306
2521;3;50.11005;8.3982
2522;9;51.5;7.138
2523;-1;48.585865;7.7389116
2524;32;48.196;16.356
2525;24;48.106;11.546
2526;31;46.924;15.474
2527;-1;48.400696;9.93976
2528;27;51.322582;12.412212
2529;-1;42.668;23.386
2530;48;55.814;37.46
2531;32;48.22241;16.32802
2532;22;52.198;10.586
2533;18;51.074;3.788
2534;-1;42.668;23.25
2535;9;51.46;7.15
2536;-1;50.196;6.454
2537;-1;51.723324;6.6398225
2538;9;51.454;7.15
2539;35;51.31;17.088
2540;-1;49.377766;10.181711
2541;24;48.3602;10.90775
2542;-1;42.818897;23.353498
2543;39;45.594883;5.2785177
2544;-1;44.56145;11.268365
2545;29;52.499043;13.440547
2546;28;51.38;13.762
2547;-1;56.934;24.176
2548;32;48.19;16.362
2549;5;47.398;8.08
2550;8;51.388;6.814
2551;29;52.556;13.43
2552;29;52.434;13.472
2553;29;52.392;13.092
2554;-1;50.886;6.468
2555;15;50.82396;5.1768913
2556;19;52.74894;6.88079
2557;22;52.266663;10.494718
2558;9;51.48;7.208
2559;8;51.456;6.67
2560;-1;48.174;9.798
2561;47;59.2707;17.277761
2562;-1;57.166756;-2.1180117
2563;9;51.447;7.186
2564;-1;57.153473;-2.2715082
2565;17;50.799984;4.4012995
2566;-1;57.104;-2.094
2567;48;57.022778;41.015083
2568;9;51.398;7.128
2569;-1;48.682;8.89
2570;-1;45.126;14.542
2571;27;50.705387;12.734929
2572;7;51.024475;6.7565994
2573;17;50.856;4.394
2574;-1;50.474;7.616
2575;-1;50.999744;10.582081
2576;3;50.128;8.616
2577;-1;57.148;-2.144
2578;24;48.106;11.618
2579;17;50.842;4.406
2580;-1;51.302;6.354
2581;-1;50.954;6.642
2582;-1;51.166;4.76
2583;-1;41.2;-8.326
2584;-1;41.2;-8.326
2585;2;49.494;8.53
2586;15;50.958813;5.451564
2587;-1;51.47;6.938
2588;-1;52.702;5.23
2589;-1;57.072254;-2.7976646
2590;17;50.853184;4.3364697
2591;48;55.69796;37.53589
2592;15;50.859985;5.207661
2593;43;50.778;0.258
2594;24;48.092;11.574
2595;29;52.443268;13.31417
2596;-1;57.19412;-2.1210165
2597;8;51.586;6.722
2598;-1;51.252;7.47
2599;27;50.71212;12.498764
2600;-1;56.956306;24.119177
2601;35;51.094;17.002
2602;-1;48.44186;9.996998
2603;-1;48.994335;9.1538725
2604;-1;51.531;7.406
2605;-1;49.948235;7.110807
2606;14;52.048264;4.7194433
2607;24;47.476;11.996
2608;15;50.944;5.37
2609;28;51.026;13.752
2610;8;51.21;6.838
2611;-1;51.336;9.416
2612;9;51.496;7.21
2613;-1;51.039772;5.85594
2614;17;50.84723;4.367958
2615;-1;43.596;1.32
2616;-1;49.016;12.092
2617;9;51.404;7.232
2618;43;51.249615;-1.118791
2619;29;52.482;13.142
2620;28;50.66;13.226
2621;21;52.221996;8.707667
2622;9;51.524;7.17
2623;17;50.81168;4.4243603
2624;-1;57.154655;-2.1165311
2625;9;51.46;7.008
2626;17;50.836185;4.375591
2627;-1;51.5;7.44
2628;17;50.85723;4.3952284
2629;17;50.866;4.304
2630;17;50.844;4.418
2631;44;53.42309;-1.5248976
2632;-1;52.285862;8.01135
2633;29;52.352;14.058
2634;24;47.476;11.99
2635;-1;48.584;9.186
2636;-1;52.023205;5.632146
2637;26;53.082;8.768
2638;23;53.38;10.034
2639;12;52.084297;5.6275992
2640;27;51.849464;12.203602
2641;1;49.002;8.42
2642;15;50.881336;5.346734
2643;23;53.52;9.994
2644;-1;48.812;9.372
2645;-1;48.55782;10.379304
2646;17;50.819633;4.236241
2647;7;50.982494;7.1902485
2648;24;48.151;11.556
2649;-1;48.406;9.994
2650;45;48.094;-1.69
2651;16;50.83;4.73
2652;-1;48.842;12.138
2653;-1;48.308865;14.276028
2654;39;45.334;5.622
2655;45;48.092;-1.64
2656;1;48.848;8.14
2657;28;50.93;13.334
2658;23;53.564;9.948
2659;24;48.114;11.486
2660;-1;48.487;9.016
2661;-1;48.618;10.024
2662;-1;57.152;-2.118
2663;-1;51.21;6.292
2664;-1;48.932;9.478
2665;39;45.574547;5.276885
2666;-1;46.134;9.476
2667;27;50.734818;12.335776
2668;-1;49.9;8.203
2669;-1;51.5016;6.55092
2670;15;50.94;5.282
2671;-1;54.254;9.066
2672;-1;49.704;9.908
2673;0;48.744;9.11
2674;8;51.414;6.906
2675;-1;51.964;7.628
2676;-1;52.01714;5.641363
2677;3;50.136;8.532
2678;-1;57.206;-2.184
2679;17;50.804;4.408
2680;29;52.484;13.437
2681;-1;51.072;6.678
2682;29;52.494644;13.380413
2683;7;50.992;6.918
2684;27;51.326;12.344
2685;15;50.944;5.298
2686;3;49.93261;8.657859
2687;8;51.486;6.61
2688;41;42.186;24.34
2689;24;48.18126;11.594623
2690;27;50.713318;12.482479
2691;-1;47.65;10.72
2692;-1;45.398;11.286
2693;0;48.768;9.184
2694;-1;48.112;8.616
2695;29;52.5824;13.379341
2696;16;51.012;4.692
2697;27;50.716637;12.371193
2698;0;48.888;9.134
2699;-1;49.104;7.994
2700;-1;48.972;12.794
2701;-1;48.789;9.005
2702;23;53.584;10.028
2703;-1;51.952;5.71
2704;5;47.530922;8.779553
2705;39;45.366314;5.5321474
2706;43;50.774628;0.26191235
2707;17;50.883244;4.2174144
2708;17;50.876;4.286
2709;45;48.218;-1.758
2710;24;48.19;11.462
2711;24;48.154;11.534
2712;17;50.844;4.412
2713;17;50.844;4.412
2714;29;52.408;13.06
2715;-1;49.112;11.93
2716;24;48.174;11.562
2717;-1;51.35;11.102
2718;29;52.48006;13.349056
2719;22;52.122;9.956
2720;-1;44.854;10.046
2721;-1;56.878;24.114
2722;-1;44.86353;10.007772
2723;29;52.384;13.105
2724;-1;50.57;7.244
2725;-1;51.001442;6.582146
2726;41;42.182;24.308
2727;23;53.584;9.938
2728;-1;48.83;8.73
2729;-1;44.860497;10.062398
2730;30;45.457962;9.224434
2731;17;50.73;4.244
2732;24;47.96;10.908
2733;2;49.636;8.622
2734;-1;49.082;9.102
2735;16;50.812;4.792
2736;24;48.374;10.876
2737;-1;50.726;7.08
2738;-1;49.088;11.886
2739;45;48.35535;-1.2067838
2740;8;51.199715;6.739641
2741;24;48.092;11.484
2742;7;50.883446;7.090197
2743;24;48.13;11.356
2744;-1;50.356;10.34
2745;-1;43.612;1.448
2746;24;47.838;12.128
2747;0;48.836;9.172
2748;-1;51.17637;4.181893
2749;-1;51.716;14.324
2750;-1;43.568;7.136
2751;29;52.55;13.408
2752;6;47.559;7.6
2753;32;48.148;17.106
2754;-1;42.658;23.374
2755;45;48.184;-1.916
2756;-1;51.435;-2.611
2757;23;53.585293;10.060083
2758;24;48.18;11.4
2759;17;50.836;4.43
2760;3;50.36;8.726
2761;3;50.380947;8.723518
2762;29;52.52861;13.333856
2763;-1;50.86;10.562
2764;38;44.816;20.42
2765;8;51.234;6.754
2766;-1;48.10099;14.72639
2767;34;50.01;20.02
2768;2;49.494;8.41
2769;-1;48.202;12.77
2770;38;44.898;20.297
2771;2;49.402;8.668
2772;47;59.364;18.016
2773;13;51.98387;5.963511
2774;-1;51.098;6.414
2775;35;52.408;16.826
2776;22;52.239433;10.588945
2777;24;48.724228;11.180328
2778;-1;51.098;6.414
2779;25;49.954716;11.498547
2780;21;52.018;8.542
2781;-1;50.83048;6.438074
2782;23;53.626217;9.894911
2783;-1;48.54;9.268
2784;-1;48.54;9.268
2785;-1;48.54;9.268
2786;24;48.145123;11.420589
2787;-1;48.408;9.968
2788;-1;51.088;6.572
2789;41;42.238;24.684
2790;29;52.394;13.041
2791;1;48.912;8.38
2792;7;50.992;6.808
2793;30;45.702026;9.186925
2794;29;52.51055;13.28686
2795;-1;44.780125;10.302864
2796;-1;54.488;-0.624
2797;8;51.292;6.868
2798;44;52.464;-1.484
2799;-1;42.634;23.374
2800;-1;48.636;9.798
2801;24;48.157;11.534
2802;-1;43.582;1.424
2803;17;50.83641;4.4263906
2804;-1;52.47205;4.841119
2805;0;48.834;9.194
2806;-1;51.956;7.67
2807;21;51.728;8.796
2808;-1;52.46472;4.772049
2809;23;53.692;10.168
2810;-1;53.376;-6.262
2811;44;53.346;-1.688
2812;-1;47.208;9.038
2813;-1;41.652;9.378
2814;-1;50.988;10.318
2815;23;53.59658;10.000225
2816;30;45.69988;9.185852
2817;-1;51.166;4.47
2818;-1;50.84;3.396
2819;-1;51.311752;9.469904
2820;19;52.606;6.454
2821;-1;45.65287;13.7813
2822;21;51.716;8.748
2823;-1;51.99296;7.658423
2824;24;48.114;11.532
2825;-1;56.858;24.34
2826;-1;48.528;9.05
2827;7;51.046;7.01
2828;29;52.512;13.3
2829;39;45.588;5.276
2830;-1;51.952;7.618
2831;0;48.802746;9.101234
2832;14;52.072;4.274
2833;39;45.568;5.448
2834;-1;48.966;9.127
2835;23;53.80694;10.389957
2836;-1;51.273;7.211
2837;7;50.874;6.964
2838;-1;42.666;23.284
2839;-1;42.60104;23.18051
2840;19;52.6;6.456
2841;-1;42.652;23.04
2842;28;50.974;13.936
2843;0;48.81;9.148
2844;42;43.204376;27.8994
2845;40;42.7;23.36
2846;-1;54.078;12.106
2847;25;49.826;11.194
2848;-1;53.656;7.276
2849;0;48.65323;9.21993
2850;-1;50.914;6.638
2851;0;48.738;9.228
2852;29;52.746;13.474
2853;-1;50.878;8.036
2854;26;53.26058;8.118155
2855;29;52.412827;13.420888
2856;-1;42.666;23.392
2857;8;51.246;6.79
2858;29;52.438;13.228
2859;-1;53.986;11.676
2860;44;53.387527;-1.4942801
2861;7;50.948;6.956
2862;-1;48.766;2.272
2863;-1;49.234;8.554
2864;17;50.832176;4.342224
2865;48;55.75382;37.87203
2866;22;52.357567;9.746843
2867;-1;48.33374;9.328301
2868;37;52.199963;21.053755
2869;37;52.200417;21.052296
2870;15;50.938;5.396
2871;17;50.83932;4.4107695
2872;-1;51.443447;6.967184
2873;3;50.107;8.684
2874;-1;50.154488;8.182544
2875;1;49.128;8.52
2876;22;52.236;10.582
2877;-1;51.302;7.744
2878;9;51.52268;7.230755
2879;44;52.87;-1.416
2880;24;48.565;10.673
2881;48;56.742;38.866
2882;-1;50.546684;8.7411375
2883;0;48.801;9.094
2884;28;51.112225;13.7627325
2885;22;52.38;9.67
2886;8;51.35;6.602
2887;-1;49.588;6.26
2888;-1;48.834;8.736
2889;29;52.53146;13.435362
2890;-1;44.856827;10.049727
2891;-1;51.49665;7.404717
2892;29;52.524;14.104
2893;-1;51.604;7.316
2894;24;48.49164;11.344381
2895;-1;48.776;8.92
2896;29;52.511;13.393
2897;17;50.83384;4.3779845
2898;-1;50.769;7.302
2899;33;48.534;20.382
2900;17;50.88274;4.3364153
2901;7;50.904;6.922
2902;-1;49.76;6.632
2903;-1;44.86;10.066
2904;19;53.22846;6.512103
2905;26;52.90716;8.820702
2906;1;48.930767;8.365383
2907;2;49.606;8.738
2908;2;49.6;8.746
2909;2;49.56;8.708
2910;-1;49.722;6.626
2911;21;52.33;9.104
2912;-1;49.73;6.706
2913;24;48.176533;11.511107
2914;-1;52.248;15.818
2915;25;49.912;10.924
2916;-1;48.279243;8.866865
2917;4;47.658;9.922
2918;46;41.254;1.902
2919;46;41.256;1.902
2920;46;41.256;1.904
2921;46;41.256;1.904
2922;-1;49.662;10.162
2923;0;48.794;9.19
2924;-1;48.492;9.198
2925;-1;51.326;4.568
2926;14;52.374;4.626
2927;2;49.31;8.642
2928;26;53.128;8.228
2929;-1;45.654;13.804
2930;-1;46.610653;14.039734
2931;23;53.548;9.964
2932;33;46.91733;19.666286
2933;33;46.932;19.658
2934;33;46.76;19.604
2935;41;42.13;24.762
2936;39;45.534;5.292
2937;0;48.731;9.116
2938;14;52.014;4.362
2939;-1;48.954;9.442
2940;-1;49.75;6.104
2941;4;47.737;8.975
2942;6;47.524;7.814
2943;8;51.44819;6.568133
2944;24;48.338;11.078
2945;-1;44.507;11.347
2946;-1;43.062;25.626
2947;-1;49.688;6.142
2948;-1;57.92397;12.082815
2949;-1;48.63;9.047
2950;-1;51.556534;4.545388
2951;37;52.324425;20.980997
2952;14;51.83832;4.696733
2953;35;52.344;16.79
2954;2;49.25;8.716
2955;7;50.892;7.082
2956;-1;49.17;14.572
2957;24;48.126;11.55
2958;-1;49.726;6.682
2959;14;52.090473;4.3080316
2960;-1;50.452;30.446
2961;0;48.721;9.267
2962;9;51.581;6.96
2963;-1;44.823547;10.331826
2964;-1;60.223465;24.986244
2965;14;52.046;4.724
2966;42;42.52222;27.450113
2967;3;50.014;8.352
2968;-1;51.27;6.522
2969;9;51.568;7.1895
2970;37;52.034;20.65
2971;-1;51.222;5.678
2972;8;51.348;6.596
2973;-1;48.19841;12.771215
2974;-1;50.612;6.656
2975;29;52.436;13.238
2976;0;48.734;9.112
2977;19;53.303947;6.490007
2978;0;48.694;9.164
2979;-1;50.91727;15.762822
2980;48;55.656;37.422
2981;-1;48.71741;8.760132
2982;9;51.558;6.988
2983;44;53.324368;-1.5220249
2984;-1;54.678;9.11
2985;28;50.978;13.866
2986;27;51.54;11.87
2987;27;51.54;11.866
2988;27;51.536;11.884
2989;-1;50.982;11.022
2990;-1;50.772;6.1
2991;-1;50.55591;8.495436
2992;6;47.938;7.758
2993;28;51.092;13.916
2994;-1;43.292;-2.888
2995;44;53.392216;-1.5184522
2996;-1;48.454;9.388
2997;9;51.564;6.99
2998;-1;51.796;13.006
2999;-1;42.645668;23.374859
3000;44;53.375206;-1.44629
3001;-1;51.476;7.429
3002;3;50.109;8.63
3003;-1;52.558;4.66
3004;48;55.24324;36.637817
3005;-1;51.098877;3.969368
3006;-1;48.685;9.015
3007;-1;54.14;11.754
3008;16;50.884;4.698
3009;29;52.50665;13.477925
3010;-1;42.642;23.31
3011;24;48.143;11.469
3012;23;53.622;9.944
3013;23;53.594;9.952
3014;4;47.692;9.4
3015;9;51.45;7.04
3016;23;53.7;10.252
3017;44;52.726;-2.108
3018;35;52.23597;16.840244
3019;35;52.407627;17.048695
3020;26;53.024;8.63
3021;15;50.93;5.326
3022;44;53.350807;-1.4742184
3023;22;51.946;10.558
3024;-1;42.896;20.868
3025;40;42.696;23.338
3026;-1;42.708;23.312
3027;-1;51.194;6.642
3028;28;50.86;13.466
3029;15;50.954357;5.3110156
3030;-1;59.952;10.818
3031;-1;51.426;6.968
3032;3;50.103;8.549
3033;35;51.142;16.89
3034;-1;57.138;-2.118
3035;-1;48.642;9.008
3036;28;50.924072;13.332432
3037;25;49.394;11.136
3038;29;52.51411;13.716836
3039;0;48.732;9.146
3040;-1;48.608;9.092
3041;0;48.77;9.186
3042;-1;50.236;11.734
3043;-1;45.454;11.05
3044;17;50.836;4.38
3045;-1;48.688;8.997
3046;-1;49.486;12.176
3047;-1;51.174137;4.4389033
3048;-1;53.602;11.418
3049;-1;48.624557;10.024437
3050;44;53.38923;-1.5127454
3051;22;52.394;9.756
3052;-1;48.768;14.984
3053;23;53.602978;10.139345
3054;24;48.156;11.538
3055;47;59.494;17.94
3056;31;47.056;15.472
3057;5;47.444;8.334
3058;2;49.548;8.658
3059;24;48.676;11.676
3060;29;52.52;13.476
3061;32;48.28935;16.422112
3062;2;49.702;8.618
3063;22;52.338;9.816
3064;-1;49.476;6.704
3065;-1;42.864;23.36
3066;45;47.966;-1.616
3067;31;47.542;15.554
3068;-1;48.8;9.002
3069;24;48.154;11.53
3070;-1;48.8;9.002
3071;45;47.964;-3.842
3072;-1;44.857124;10.065614
3073;25;49.428;11.07
3074;29;52.511;13.271
3075;29;51.956;12.98
3076;-1;51.17;4.884
3077;-1;49.809658;7.964195
3078;17;50.84;4.382
3079;3;49.884;8.666
3080;25;49.932;10.98
3081;-1;49.816;7.964
3082;3;50.2184;8.651715
3083;0;48.77145;9.183696
3084;24;48.02;11.477
3085;0;48.835392;9.16929
3086;2;49.348;8.69
3087;17;50.866;4.398
3088;24;48.194;11.546
3089;3;49.88;8.648
3090;0;48.823;9.217
3091;-1;48.188;9.964
3092;-1;51.234;7.616
3093;-1;48.74;8.736
3094;0;48.884;9.21
3095;32;48.30866;16.31992
3096;-1;51.312;4.266
3097;0;48.824;9.118
3098;47;60.60237;15.550813
3099;25;49.572;10.994
3100;24;48.152;11.562
3101;-1;48.566;8.846
3102;-1;42.896;20.874
3103;-1;48.906;9.27
3104;29;52.49213;13.377207
3105;-1;51.997707;5.6772494
3106;-1;45.562;12.074
3107;-1;49.18291;6.7378225
3108;23;53.954;9.506
3109;-1;51.13;6.612
3110;-1;51.13;6.612
3111;28;51.04635;13.796384
3112;3;50.103;8.663
3113;29;52.528;13.342
3114;40;42.686512;23.348078
3115;-1;59.536;13.468
3116;-1;48.748;2.222
3117;9;51.446;7.164
3118;29;52.465;13.323425
3119;-1;50.364;8.944
3120;19;53.232;6.556
3121;28;50.764;13.448
3122;23;53.672;10.014
3123;24;48.0;10.582
3124;43;50.772;0.274
3125;21;52.123203;8.623041
3126;-1;52.188;7.838
3127;-1;52.216667;6.8742495
3128;31;47.202;15.258
3129;29;52.49;13.326
3130;-1;51.598;7.668
3131;0;48.736;9.218
3132;-1;42.02;23.992
3133;29;52.474976;13.332148
3134;-1;50.660934;3.1458745
3135;-1;42.028;23.994
3136;-1;58.155518;12.320646
3137;-1;59.942;30.472
3138;-1;52.29824;4.9106765
3139;3;50.126;8.45
3140;-1;42.804;23.342
3141;29;52.508;13.468
3142;-1;57.141373;-2.1031175
3143;28;50.858;13.662
3144;21;51.686;8.684
3145;-1;50.784;6.496
3146;-1;48.504;9.224
3147;44;53.386;-1.514
3148;-1;42.642;23.366
3149;-1;49.902;10.074
3150;-1;53.964;13.448
3151;27;51.306;12.384
3152;25;49.987835;11.044293
3153;37;52.21129;20.982803
3154;21;52.28;8.058
3155;-1;50.202;7.852
3156;-1;47.854;10.424
3157;15;50.956;5.32
3158;-1;51.366;11.298
3159;4;47.746;9.0
3160;42;43.222;27.936
3161;-1;41.836;23.48
3162;47;59.494;17.978
3163;47;59.494;17.978
3164;-1;48.293;8.492
3165;25;50.288;10.966
3166;-1;54.174;12.092
3167;17;50.858;4.404
3168;29;52.45;13.326
3169;-1;50.594;8.664
3170;3;49.91;8.648
3171;-1;52.65;8.116
3172;3;50.022;8.424
3173;-1;51.046;4.498
3174;2;49.4;8.632
3175;26;53.094;8.8
3176;22;52.396;10.696
3177;23;53.672;10.064
3178;-1;44.788;10.332
3179;23;53.592;10.044
3180;28;51.081;13.732
3181;27;51.33898;12.384855
3182;28;51.462;14.346
3183;-1;51.046;6.406
3184;23;53.862;10.672
3185;7;50.94;6.888
3186;44;53.026;-1.092
3187;-1;51.318;6.202
3188;23;53.553665;9.947725
3189;-1;48.6;9.641
3190;22;52.002;10.266
3191;-1;52.12904;5.0189
3192;3;50.133095;8.677834
3193;35;51.15873;16.875032
3194;-1;45.992;11.262
3195;43;52.024704;0.237059
3196;-1;51.42835;7.592977
3197;-1;50.984;10.934
3198;-1;46.968;9.561
3199;-1;53.266;7.92
3200;9;51.464;7.078
3201;-1;48.976;9.584
3202;8;51.47;6.77
3203;3;49.844;8.644
3204;-1;50.014;8.25
3205;-1;49.12008;6.6421633
3206;31;47.078;15.536
3207;24;48.111;11.581
3208;5;47.444;8.334
3209;23;53.466232;9.948181
3210;28;50.98872;13.573053
3211;23;53.572;10.174
3212;43;51.38;-0.176
