cluster;0
0;2876
2;2833
4;2818
5;2854
6;2848
8;2874
10;2860
11;2857
12;2873
14;2830
16;2795
17;2811
18;2829
19;2840
21;2739
29;2132
31;2055
32;2664
35;2657
36;2515
37;2495
41;2872
43;2821
44;2840
45;2802
48;2867
50;2818
52;2715
53;2787
54;2821
55;2853
56;2869
57;2791
59;2511
60;2408
61;2776
62;2500
63;2661
64;2798
65;2183
66;2454
67;2592
68;2583
69;2760
70;2230
71;2312
72;2194
75;2304
76;2223
77;2350
78;2503
79;2458
82;2764
83;2773
84;2494
85;2447
87;979
88;585
90;2495
91;2665
92;733
93;2587
