;cluster;Latitude;Longitude
3044;34;50.836;4.38
3045;1;48.688;8.997
3046;13;49.486;12.176
3047;35;51.174137;4.4389033
3048;-1;53.602;11.418
3049;-1;48.624557;10.024437
3050;88;53.38923;-1.5127454
3051;42;52.394;9.756
3052;57;48.768;14.984
3053;-1;53.602978;10.139345
3054;12;48.156;11.538
3055;93;59.494;17.94
3056;60;47.056;15.472
3057;10;47.444;8.334
3058;-1;49.548;8.658
3059;-1;48.676;11.676
3060;59;52.52;13.476
3061;61;48.28935;16.422112
3062;4;49.702;8.618
3063;42;52.338;9.816
3064;52;49.476;6.704
3065;-1;42.864;23.36
3066;90;47.966;-1.616
3067;60;47.542;15.554
3068;-1;48.8;9.002
3069;12;48.154;11.53
3070;-1;48.8;9.002
3071;90;47.964;-3.842
3072;63;44.857124;10.065614
3073;44;49.428;11.07
3074;-1;52.511;13.271
3075;-1;51.956;12.98
3076;-1;51.17;4.884
3077;-1;49.809658;7.964195
3078;34;50.84;4.382
3079;4;49.884;8.666
3080;44;49.932;10.98
3081;-1;49.816;7.964
3082;5;50.2184;8.651715
3083;0;48.77145;9.183696
3084;12;48.02;11.477
3085;0;48.835392;9.16929
3086;3;49.348;8.69
3087;34;50.866;4.398
3088;12;48.194;11.546
3089;4;49.88;8.648
3090;0;48.823;9.217
3091;7;48.188;9.964
3092;-1;51.234;7.616
3093;-1;48.74;8.736
3094;-1;48.884;9.21
3095;61;48.30866;16.31992
3096;-1;51.312;4.266
3097;-1;48.824;9.118
3098;93;60.60237;15.550813
3099;44;49.572;10.994
3100;12;48.152;11.562
3101;-1;48.566;8.846
3102;-1;42.896;20.874
3103;-1;48.906;9.27
3104;58;52.49213;13.377207
3105;25;51.997707;5.6772494
3106;66;45.562;12.074
3107;52;49.18291;6.7378225
3108;-1;53.954;9.506
3109;-1;51.13;6.612
3110;-1;51.13;6.612
3111;56;51.04635;13.796384
3112;5;50.103;8.663
3113;58;52.528;13.342
3114;81;42.686512;23.348078
3115;-1;59.536;13.468
3116;67;48.748;2.222
3117;20;51.446;7.164
3118;58;52.465;13.323425
3119;-1;50.364;8.944
3120;38;53.232;6.556
3121;56;50.764;13.448
3122;-1;53.672;10.014
3123;-1;48.0;10.582
3124;86;50.772;0.274
3125;41;52.123203;8.623041
3126;-1;52.188;7.838
3127;-1;52.216667;6.8742495
3128;60;47.202;15.258
3129;58;52.49;13.326
3130;-1;51.598;7.668
3131;-1;48.736;9.218
3132;-1;42.02;23.992
3133;58;52.474976;13.332148
3134;37;50.660934;3.1458745
3135;-1;42.028;23.994
3136;85;58.155518;12.320646
3137;-1;59.942;30.472
3138;29;52.29824;4.9106765
3139;5;50.126;8.45
3140;-1;42.804;23.342
3141;59;52.508;13.468
3142;92;57.141373;-2.1031175
3143;56;50.858;13.662
3144;41;51.686;8.684
3145;-1;50.784;6.496
3146;-1;48.504;9.224
3147;88;53.386;-1.514
3148;-1;42.642;23.366
3149;14;49.902;10.074
3150;-1;53.964;13.448
3151;54;51.306;12.384
3152;44;49.987835;11.044293
3153;73;52.21129;20.982803
3154;-1;52.28;8.058
3155;-1;50.202;7.852
3156;-1;47.854;10.424
3157;32;50.956;5.32
3158;53;51.366;11.298
3159;9;47.746;9.0
3160;83;43.222;27.936
3161;-1;41.836;23.48
3162;93;59.494;17.978
3163;93;59.494;17.978
3164;-1;48.293;8.492
3165;44;50.288;10.966
3166;-1;54.174;12.092
3167;34;50.858;4.404
3168;-1;52.45;13.326
3169;-1;50.594;8.664
3170;4;49.91;8.648
3171;-1;52.65;8.116
3172;-1;50.022;8.424
3173;-1;51.046;4.498
3174;3;49.4;8.632
3175;50;53.094;8.8
3176;43;52.396;10.696
3177;-1;53.672;10.064
3178;63;44.788;10.332
3179;47;53.592;10.044
3180;56;51.081;13.732
3181;54;51.33898;12.384855
3182;-1;51.462;14.346
3183;-1;51.046;6.406
3184;-1;53.862;10.672
3185;16;50.94;6.888
3186;88;53.026;-1.092
3187;-1;51.318;6.202
3188;48;53.553665;9.947725
3189;-1;48.6;9.641
3190;43;52.002;10.266
3191;27;52.12904;5.0189
3192;5;50.133095;8.677834
3193;74;51.15873;16.875032
3194;65;45.992;11.262
3195;-1;52.024704;0.237059
3196;-1;51.42835;7.592977
3197;53;50.984;10.934
3198;-1;46.968;9.561
3199;51;53.266;7.92
3200;19;51.464;7.078
3201;-1;48.976;9.584
3202;18;51.47;6.77
3203;4;49.844;8.644
3204;6;50.014;8.25
3205;52;49.12008;6.6421633
3206;60;47.078;15.536
3207;12;48.111;11.581
3208;10;47.444;8.334
3209;-1;53.466232;9.948181
3210;56;50.98872;13.573053
3211;-1;53.572;10.174
3212;87;51.38;-0.176
3213;6;50.142;8.164
3214;-1;49.31;8.134
3215;8;47.158;7.592
3216;-1;53.632;10.016
3217;-1;53.624;10.106
3218;61;48.20965;16.373684
3219;61;48.394;15.468
3220;87;51.488;0.152
3221;44;49.513;11.279
3222;-1;43.158;25.302
3223;63;44.689716;10.639277
3224;36;51.03466;3.75918
3225;-1;48.898;9.182
3226;45;50.998;9.864
3227;-1;52.294;6.766
3228;46;53.238;10.394
3229;45;51.17939;9.383274
3230;-1;51.732;5.364
3231;17;51.202;6.774
3232;-1;52.224;7.484
3233;90;48.088;-1.6713274
3234;-1;49.648;8.57
3235;-1;50.971123;6.7551475
3236;-1;52.59;-1.072
3237;-1;50.962;6.538
3238;8;47.558;7.602
3239;21;50.769;6.092
3240;50;53.222;8.794
3241;33;50.898;4.662
3242;12;48.106;11.548
3243;-1;50.426;7.664
3244;-1;53.602;9.816
3245;-1;52.916;12.834
3246;-1;49.938034;13.39017
3247;-1;52.177505;21.07505
3248;4;49.869;8.668
3249;49;54.30167;10.110416
3250;32;50.832;5.59
3251;20;51.423622;7.280635
3252;19;51.388;7.086
3253;60;47.138;15.498
3254;-1;48.738;9.106
3255;78;44.80142;20.472464
3256;-1;50.932;6.78
3257;-1;51.021233;7.370919
3258;7;48.408;9.975
3259;-1;60.817707;25.486448
3260;-1;53.425274;10.840588
3261;26;52.062;5.384
3262;-1;49.002;9.204
3263;88;53.364;-1.488
3264;-1;49.54;8.642
3265;81;42.675;23.356
3266;53;50.958;10.994
3267;57;48.154;15.094
3268;-1;51.952;6.146
3269;32;50.948456;5.308091
3270;44;49.466;11.068
3271;93;60.063374;15.700826
3272;-1;50.392;8.008
3273;-1;43.712;26.824
3274;2;49.01;8.39
3275;32;50.844;5.304
3276;-1;48.872;9.226
3277;12;48.106;11.708
3278;47;53.562;10.038
3279;-1;52.956;5.906
3280;8;47.979;8.01
3281;12;48.28624;11.904859
3282;17;51.168;6.84
3283;-1;52.118;11.436
3284;-1;51.1;6.516
3285;-1;44.444;26.152
3286;30;52.091167;4.7473974
3287;44;49.286;10.788
3288;59;52.54334;13.4168625
3289;-1;49.31;7.44
3290;94;50.436;30.508
3291;12;48.132378;11.5329895
3292;21;50.748;6.154
3293;1;48.67;9.0
3294;-1;49.14474;9.237429
3295;86;50.82;0.236
3296;51;53.104;8.228
3297;51;53.564;8.112
3298;-1;51.446;6.528
3299;9;47.426;9.373
3300;-1;52.536;5.686
3301;-1;52.294;7.76
3302;0;48.78;9.174
3303;-1;49.54;8.574
3304;-1;48.81;9.282
3305;59;52.542;13.426
3306;-1;50.852;15.602
3307;56;51.0;13.684
3308;-1;53.527565;9.864243
3309;-1;67.864;24.99
3310;-1;53.596;9.982
3311;27;52.074425;5.040211
3312;44;49.456;10.644
3313;44;49.52629;10.970719
3314;-1;52.422;13.678
3315;-1;53.328;9.856
3316;-1;48.756;9.294
3317;12;48.136;11.565
3318;65;45.539856;10.886282
3319;55;50.816;12.828
3320;58;52.486;13.374
3321;-1;48.68598;11.613058
3322;56;51.5145;13.71788
3323;-1;51.466;3.61
3324;12;48.078;11.522
3325;-1;50.752937;4.1651435
3326;-1;52.54;13.764
3327;92;57.072;-2.797
3328;-1;50.877735;4.3252954
3329;44;49.602;11.046
3330;21;50.77777;6.0887995
3331;38;53.208572;6.7965975
3332;-1;46.878;8.644
3333;38;53.196;6.592
3334;78;44.820763;20.471249
3335;44;49.984;10.672
3336;5;50.26089;8.69688
3337;-1;49.738;9.004
3338;-1;52.033;7.094
3339;-1;49.404;8.248
3340;1;48.646;9.026
3341;-1;51.19416;7.1313705
3342;-1;51.928;7.707
3343;-1;51.37;5.254
3344;-1;50.814;8.53
3345;27;52.148;5.222
3346;-1;49.056;9.24
3347;94;50.462;30.466
3348;-1;51.965;7.643
3349;0;48.784077;9.164145
3350;8;47.642;8.07
3351;-1;51.964;7.642
3352;-1;51.955;7.651
3353;20;51.41569;7.273518
3354;30;52.074;4.748
3355;50;53.092;8.746
3356;-1;51.906;7.62
3357;54;51.830414;12.237885
3358;-1;53.607082;10.12674
3359;-1;48.02715;9.792495
3360;33;50.892;4.702
3361;-1;47.974;13.826
3362;20;51.58301;7.1489177
3363;-1;52.478;13.534
3364;2;49.081146;8.396992
3365;32;50.916;5.344
3366;12;48.316;11.558
3367;96;55.652;37.71
3368;-1;52.602;12.998
3369;27;52.13;5.028
3370;7;48.636;10.152
3371;-1;45.624;13.784
3372;41;52.314;8.91
3373;-1;50.836;12.078
3374;90;48.748432;-3.4656458
3375;14;49.812;9.87
3376;12;48.132;11.576
3377;-1;52.418;13.398
3378;-1;52.14;11.636
3379;4;49.756;8.61
3380;8;47.99;7.846
3381;16;50.93;6.924
3382;37;51.212;3.228
3383;-1;51.62;-3.97
3384;8;48.283783;7.8159585
3385;-1;48.518;8.833
3386;12;48.59;11.41
3387;-1;49.164;9.06
3388;53;50.966;11.038
3389;-1;50.24;8.406
3390;8;48.022;7.858
3391;-1;51.142;14.924
3392;-1;51.002;4.096
3393;-1;50.452;23.404
3394;-1;53.88;10.84
3395;47;53.586;10.014
3396;15;50.838;7.214
3397;-1;52.96;5.916
3398;91;44.824;-0.43
3399;45;51.238;9.562
3400;-1;52.518394;4.704769
3401;-1;54.07;10.012
3402;54;51.316;12.37
3403;-1;48.855;9.291
3404;86;50.76;0.266
3405;36;51.048;3.652
3406;5;50.108;8.584
3407;50;52.908;8.804
3408;16;50.976;7.034
3409;-1;43.618;25.336
3410;-1;56.954;24.138
3411;12;48.16;11.452
3412;-1;53.34;9.888
3413;-1;42.624;23.406
3414;18;51.518;6.67
3415;-1;48.12017;12.299077
3416;-1;51.83115;5.008159
3417;-1;42.711;23.419
3418;87;51.558453;-0.079949
3419;-1;51.6;4.994
3420;-1;51.6;4.994
3421;12;48.110157;11.775397
3422;-1;54.022;10.76
3423;-1;48.718;9.274
3424;-1;50.374;8.006
3425;81;42.693;23.359
3426;12;48.114906;11.581892
3427;96;55.935886;37.49003
3428;59;52.481;13.436754
3429;42;52.39;9.754
3430;68;46.312;4.776
3431;50;53.082508;8.819234
3432;-1;50.72;7.452
3433;-1;51.021248;4.9685574
3434;25;52.08;5.63
3435;14;50.044;10.218
3436;-1;47.086708;11.473227
3437;53;50.948;10.696
3438;82;42.164;24.762
3439;93;59.404;18.414
3440;-1;52.068;6.968
3441;2;48.878;8.334
3442;-1;51.118;7.12
3443;36;51.328;3.86
3444;-1;49.5;17.736
3445;-1;51.69;5.27
3446;-1;46.202;6.242
3447;-1;51.214;9.202
3448;-1;43.846;25.95
3449;81;42.69;23.328
3450;-1;43.716;25.95
3451;-1;45.62;13.784
3452;33;50.89;4.724
3453;42;52.341;9.763
3454;42;52.392;9.75
3455;-1;46.20198;6.242634
3456;7;48.686;10.134
3457;42;52.362724;9.763143
3458;36;51.12;3.702
3459;-1;51.294;8.608
3460;88;53.22;-0.554
3461;-1;52.37233;6.48417
3462;32;50.82135;5.1848927
3463;78;44.81791;20.471539
3464;64;44.532;11.352
3465;96;55.883194;37.523582
3466;6;50.137608;8.161467
3467;11;48.366;10.874
3468;-1;50.338;8.81
3469;10;47.188;8.896
3470;12;48.092;11.842
3471;-1;43.964;22.862
3472;41;52.06124;8.723751
3473;50;53.077026;8.822304
3474;90;48.022;-1.74
3475;19;51.436558;7.0120697
3476;-1;47.2;10.902
3477;-1;43.997;22.858
3478;2;48.958;8.284
3479;84;41.536564;12.571312
3480;6;49.862;8.316
3481;-1;48.884;9.16
3482;73;52.286;20.93
3483;8;48.458;7.928
3484;96;55.928898;37.5405
3485;-1;51.143124;8.299707
3486;-1;43.986;22.872
3487;-1;46.738;7.622
3488;-1;42.701;24.179
3489;-1;51.476;7.77
3490;82;42.508;25.018
3491;-1;42.254;23.126
3492;87;51.698;-0.292
3493;-1;51.71605;-4.947163
3494;80;42.68;23.293
3495;-1;51.645214;3.9072971
3496;87;51.398144;-0.19052911
3497;50;53.082;8.816
3498;-1;43.988;22.875
3499;58;52.524197;13.328664
3500;96;55.888477;37.52183
3501;-1;63.108;21.638
3502;82;42.163;24.741
3503;80;42.674;23.284
3504;34;50.863895;4.3682375
3505;34;50.86397;4.368266
3506;-1;50.936;4.042
3507;-1;48.382;9.102
3508;96;55.922;37.54
3509;91;42.69;2.586
3510;12;48.176;11.712
3511;-1;50.85;4.504
3512;83;43.222;27.924
3513;12;48.158695;11.550069
3514;16;50.964;6.946
3515;-1;51.69;5.862
3516;-1;52.246;21.054
3517;59;52.48;13.422
3518;96;55.936325;37.518955
3519;-1;51.3162;6.5692234
3520;4;49.871;8.651
3521;31;51.94699;4.369946
3522;96;55.8974;37.482697
3523;46;53.45;10.382
3524;81;42.684044;23.326601
3525;-1;48.254;12.414
3526;18;51.436;6.784
3527;-1;51.99086;21.209404
3528;48;53.577;9.955
3529;93;59.302933;18.028902
3530;13;49.04257;12.094337
3531;-1;51.984;21.208
3532;81;42.703;23.349
3533;30;52.01119;4.706706
3534;-1;50.536;8.708
3535;41;51.836;8.33
3536;8;47.478;7.6
3537;43;52.262;10.498
3538;-1;53.49;10.174
3539;-1;53.80124;12.196121
3540;-1;53.09463;13.8809
3541;82;42.234;24.724
3542;-1;52.254;4.49
3543;5;50.190926;8.464733
3544;-1;48.254;12.52
3545;-1;53.36;9.736
3546;92;55.882;-4.336
3547;68;45.61;5.858
3548;63;44.858845;10.05557
3549;52;49.272;7.014
3550;81;42.683;23.335
3551;8;47.59;7.666
3552;2;49.052273;8.394327
3553;-1;48.727337;9.322991
3554;-1;53.496;7.84
3555;58;52.52;13.352
3556;-1;54.018;9.3
3557;63;44.8583;10.06827
3558;-1;47.204;10.894
3559;48;53.546;9.974
3560;48;53.552;9.94
3561;57;48.25;14.318
3562;-1;50.90059;4.33328
3563;94;50.436;30.508
3564;-1;52.586;13.284
3565;21;50.799;6.073
3566;96;55.914;37.554
3567;53;51.07;10.93
3568;41;51.962;8.56
3569;60;47.216576;15.644666
3570;-1;50.987427;4.231055
3571;-1;53.33;11.498
3572;-1;53.972;12.286
3573;0;48.73;9.136
3574;-1;47.152;9.828
3575;8;47.993;7.869
3576;85;57.948;12.514
3577;1;48.77;8.944
3578;-1;50.942;4.026
3579;8;47.966;7.854
3580;-1;45.624;13.78
3581;-1;50.918;4.004
3582;-1;50.96;3.898
3583;49;54.282;10.07
3584;-1;37.979;23.739
3585;-1;52.276;8.042
3586;11;48.356;10.938
3587;96;55.879898;37.49339
3588;42;52.392;9.739
3589;-1;48.905067;9.464663
3590;-1;51.06134;4.1268992
3591;89;51.3749;-2.9145
3592;8;47.555996;7.5850697
3593;-1;44.536;18.642
3594;50;52.992;8.856
3595;12;48.19707;11.6157055
3596;-1;50.948;3.946
3597;-1;42.676;26.306
3598;48;53.562;9.963
3599;78;44.794262;20.488348
3600;0;48.732;9.15
3601;10;47.388;8.538
3602;17;51.17;6.83
3603;-1;48.85533;9.186453
3604;60;47.048;15.464
3605;-1;50.846;5.714
3606;-1;52.87;9.578
3607;-1;50.846;5.714
3608;-1;50.846;5.714
3609;54;50.987995;12.712605
3610;44;49.4;11.092
3611;2;48.804;8.331
3612;41;52.08;9.006
3613;14;50.017788;10.474135
3614;49;54.38;10.232
3615;60;47.069;15.402
3616;9;47.42;9.31
3617;-1;49.194065;9.139245
3618;-1;47.684;10.806
3619;47;53.557;10.007
3620;-1;50.99452;4.323082
3621;-1;52.54;13.604
3622;18;51.516;6.742
3623;12;48.038;11.216
3624;-1;44.011;22.902
3625;-1;47.956898;8.500435
3626;-1;52.35;13.402
3627;-1;48.592;8.868
3628;26;52.084;5.426
3629;55;51.12;13.132
3630;43;52.446;10.84
3631;-1;51.508;7.534
3632;0;48.804;9.156
3633;21;50.672;6.076
3634;53;50.92919;11.586387
3635;30;52.074;4.754
3636;62;45.542;9.238
3637;-1;52.388;13.096
3638;-1;51.844;7.684
3639;-1;45.628;13.79
3640;12;48.48;11.946
3641;-1;48.486;9.232
3642;-1;51.744;7.19
3643;-1;50.932;4.04
3644;-1;50.576;8.661
3645;14;49.548;9.73
3646;87;51.545937;-0.14490098
3647;12;48.15;11.55
3648;36;51.056;3.656
3649;-1;52.532;13.541
3650;7;48.416;10.066
3651;84;42.168694;12.786056
3652;-1;51.05;6.246
3653;21;50.782;6.074
3654;44;49.228;11.102
3655;4;49.788;8.742
3656;5;50.124;8.688
3657;-1;49.957;8.46
3658;65;45.492;11.548
3659;-1;48.494;9.696
3660;70;50.166;18.908
3661;-1;52.188;21.024
3662;47;53.579;10.024
3663;29;52.438;4.836
3664;90;48.086;-1.62
3665;-1;50.998;7.139
3666;-1;51.883347;5.305298
3667;8;48.569237;7.787578
3668;-1;51.572;7.372
3669;76;53.013023;18.572254
3670;85;57.681973;11.977332
3671;-1;48.872;9.22
3672;8;47.596;7.792
3673;-1;55.876;9.83
3674;-1;52.106;5.534
3675;8;48.398;8.016
3676;16;50.931;6.956
3677;58;52.474;13.304
3678;43;52.154;10.57
3679;48;53.596;9.972
3680;-1;50.56;7.262
3681;50;53.028;8.834
3682;29;52.378;4.658
3683;27;52.09349;5.248222
3684;-1;47.428;15.006
3685;-1;48.47;9.226
3686;-1;51.956192;4.216265
3687;61;48.142;16.29
3688;-1;48.72;9.094
3689;-1;52.246;8.052
3690;12;48.263004;11.673449
3691;52;49.265;6.862
3692;58;52.486;13.386
3693;-1;50.708;7.084
3694;5;50.132;8.678
3695;-1;49.512;5.992
3696;-1;64.758;20.962
3697;-1;50.855938;4.333343
3698;41;52.016;8.714
3699;-1;50.864;4.346
3700;41;52.298;8.888
3701;-1;47.564;9.684
3702;12;48.222;11.474
3703;-1;51.952;6.146
3704;16;50.95;6.92
3705;4;49.986;8.646
3706;-1;43.366962;5.3084674
3707;-1;52.302;6.752
3708;38;53.400776;6.6805453
3709;16;50.976;6.936
3710;-1;50.89324;8.040823
3711;51;53.494;8.01
3712;-1;48.964;9.118
3713;44;49.502;11.754
3714;-1;53.492;9.932
3715;-1;48.072;9.17
3716;18;51.394497;6.6337066
3717;54;51.288;12.39
3718;-1;49.89689;9.268985
3719;18;51.364437;6.6480546
3720;7;48.412;10.297
3721;-1;48.726;8.892
3722;16;50.978;7.034
3723;1;48.712837;8.994737
3724;81;42.664;23.348
3725;-1;53.05897;4.801415
3726;-1;32.078;34.818
3727;16;50.936;6.854
3728;78;44.835735;20.392208
3729;44;49.901;10.87
3730;-1;38.704;0.152
3731;-1;50.788017;7.8397565
3732;19;51.502;7.108
3733;6;49.842;8.234
3734;6;49.841232;8.234432
3735;-1;42.678;23.254
3736;25;52.004;5.554
3737;25;51.972275;5.585643
3738;81;42.698463;23.339056
3739;19;51.522;7.02
3740;54;51.3336;12.324507
3741;-1;51.962;7.672
3742;96;55.87839;37.50661
3743;10;47.392;8.49
3744;-1;53.648;9.91
3745;-1;52.234;7.444
3746;-1;50.534;8.316
3747;65;45.52;11.018
3748;-1;51.364;9.566
3749;32;50.94109;5.305857
3750;-1;51.33;4.946
3751;-1;51.33;4.946
3752;90;48.04193;-1.6957757
3753;-1;52.143715;21.030869
3754;13;49.0;12.074
3755;74;51.076;17.046
3756;-1;42.42374;25.626692
3757;-1;40.96;14.836
3758;50;53.072;8.82
3759;91;43.658;1.312
3760;-1;53.626;10.012
3761;-1;55.586;12.286
3762;76;52.754;18.118
3763;20;51.486;7.144
3764;-1;48.518;9.124
3765;4;49.858;8.572
3766;2;48.974;8.462
3767;56;51.052;13.774
3768;-1;42.718;23.27
3769;-1;51.486;7.562
3770;50;53.24;8.798
3771;96;55.495945;37.261143
3772;-1;52.132;21.048
3773;6;50.152;8.182
3774;13;49.132;11.678
3775;6;50.068;8.154
3776;-1;47.56;9.708
3777;42;52.38;9.82
3778;69;47.510387;19.176828
3779;81;42.694;23.36
3780;36;51.136;3.502
3781;90;48.122;-1.762
3782;80;42.67989;23.279448
3783;90;48.208;-1.518
3784;15;50.742;7.158
3785;-1;48.86;9.188
3786;-1;51.572;6.578
3787;12;48.06;11.662
3788;0;48.8288;9.164079
3789;-1;48.892;15.312
3790;-1;49.344;6.24
3791;-1;52.206837;20.880724
3792;-1;50.02;14.436
3793;-1;48.833;8.839
3794;93;59.352;18.152
3795;-1;48.693;9.168
3796;96;55.884506;37.54177
3797;49;54.326;10.116
3798;8;47.572;7.574
3799;12;48.159;11.55
3800;73;52.200794;20.95199
3801;65;45.421844;10.967349
3802;-1;43.846;25.957
3803;65;45.341755;11.003317
3804;56;50.858;13.662
3805;75;52.432;16.914
3806;20;51.482;7.224
3807;41;51.77699;8.817553
3808;-1;49.36063;8.814746
3809;35;51.169785;4.4618487
3810;-1;51.042;7.066
3811;73;52.274;20.934
3812;50;53.184;8.598
3813;-1;51.316;4.824
3814;60;47.103;15.44
3815;91;43.618;1.474
3816;91;43.574;1.276
3817;-1;49.386;8.37
3818;35;51.180714;4.4492803
3819;3;49.341;8.754
3820;68;45.19;5.732
3821;-1;52.47355;13.535754
3822;48;53.556;9.936
3823;91;43.58;1.274
3824;-1;51.78787;4.6711717
3825;33;50.848;4.596
3826;-1;51.252537;15.57517
3827;87;51.092;-0.708
3828;-1;42.286;22.688
3829;16;50.934;6.958
3830;-1;55.68992;13.196431
3831;95;47.97789;37.2828
3832;11;48.423183;11.076384
3833;95;47.982574;37.2739
3834;-1;42.85;22.698
3835;-1;52.34439;10.237002
3836;12;48.170822;11.599288
3837;-1;53.098717;6.1764364
3838;5;50.184135;8.509131
3839;1;48.683;9.033
3840;-1;50.807034;4.4402413
3841;8;47.962;7.986
3842;-1;50.968;4.504
3843;-1;48.716;9.648
3844;96;55.9014;37.47706
3845;83;42.51;27.472
3846;16;50.965;6.937
3847;-1;47.08;22.214
3848;44;49.708;10.9
3849;19;51.426;7.03
3850;8;48.328;7.932
3851;41;51.722;8.732
3852;-1;51.552;4.504
3853;-1;49.059185;9.280135
3854;-1;53.688;10.748
3855;5;50.24;8.596
3856;6;49.916;8.284
3857;35;51.20962;4.4595857
3858;-1;48.59633;9.27516
3859;-1;53.508;12.702
3860;43;51.998;10.44
3861;-1;50.042;8.436
3862;-1;42.68;23.17
3863;-1;48.684;6.178
3864;12;48.114;11.603
3865;-1;50.881092;4.222221
3866;15;50.716;7.086
3867;-1;48.809;8.872
3868;-1;50.865505;4.264136
3869;-1;48.7;9.21
3870;63;44.682;10.622
3871;-1;50.918;7.092
3872;53;50.58;11.392
3873;11;48.374;10.766
3874;88;53.356;-1.464
3875;-1;50.924;6.589
3876;-1;53.15432;12.873206
3877;68;45.19;5.722
3878;-1;48.918;9.438
3879;88;53.347675;-1.4964458
3880;50;53.084;8.872
3881;68;45.21;5.794
3882;-1;42.77;23.4
3883;-1;53.996;10.783
3884;68;45.588;5.288
3885;-1;53.124;23.19
3886;-1;51.14;4.088
3887;12;48.034;11.186
3888;18;51.406;6.856
3889;63;44.732;10.55
3890;4;49.988;8.674
3891;52;49.238;6.998
3892;-1;42.83;24.39
3893;34;50.849415;4.354011
3894;34;50.849274;4.353582
3895;44;49.194;11.02
3896;-1;52.492;6.86
3897;44;49.706505;10.898516
3898;-1;42.78174;22.536419
3899;34;50.833828;4.377325
3900;35;51.22742;4.281319
3901;14;49.833;9.89
3902;56;50.892735;13.758471
3903;95;47.98772;37.262783
3904;95;48.00919;37.26216
3905;-1;50.87983;4.3310246
3906;53;50.992;10.59
3907;-1;47.61;9.776
3908;12;48.15;11.622
3909;-1;47.766;9.604
3910;22;51.55;5.418
3911;2;48.984;8.548
3912;-1;51.504;3.626
3913;66;45.876;12.3
3914;96;55.636;37.766
3915;-1;44.522;18.7
3916;88;53.35965;-1.5173055
3917;63;44.75878;10.671992
3918;2;49.006;8.356
3919;-1;51.558;5.1
3920;5;50.098;8.57
3921;50;53.04;8.85
3922;96;55.937447;37.51974
3923;-1;50.136;7.18
3924;41;52.256;8.874
3925;-1;52.489822;13.525863
3926;63;44.8;10.326
3927;31;52.068;4.4
3928;61;48.202;16.31
3929;-1;45.955944;13.63193
3930;-1;46.832;16.838
3931;-1;47.19806;27.543865
3932;56;51.058;13.776
3933;62;45.426;9.206
3934;12;48.071;11.688
3935;92;57.117367;-2.194391
3936;96;55.97;37.502
3937;19;51.383;7.074
3938;88;53.441914;-1.4692497
3939;44;49.89;10.884
3940;-1;50.952;4.366
3941;-1;51.557987;5.0805144
3942;-1;51.575584;5.054352
3943;5;50.058;8.688
3944;44;49.43451;11.092326
3945;15;50.748;7.102
3946;81;42.668;23.364
3947;-1;51.422;5.458
3948;-1;46.926;7.412
3949;83;43.27;27.942
3950;55;50.60901;12.6371765
3951;96;55.73;37.588
3952;-1;47.141766;27.5844
3953;11;48.356;10.864
3954;11;48.008;10.882
3955;58;52.526;13.36
3956;-1;52.258;21.036
3957;-1;52.236;21.134
3958;56;51.038;13.692
3959;-1;42.686;23.251
3960;59;52.516;13.46
3961;-1;53.102;9.39
3962;-1;51.224;8.482
3963;61;48.178555;16.386803
3964;42;52.369;9.719
3965;75;52.363804;16.804535
3966;22;51.504;5.316
3967;73;52.242;20.886
3968;49;54.4277;10.1696
3969;59;52.493;13.411
3970;-1;48.58;8.912
3971;33;50.838;4.636
3972;-1;47.255093;11.397136
3973;56;51.046;13.796
3974;-1;49.966;7.106
3975;-1;48.89;9.19
3976;-1;48.172;12.824
3977;36;51.00003;3.7950006
3978;-1;49.046;9.14
3979;32;50.93;5.328
3980;81;42.70419;23.349163
3981;1;48.683;9.016
3982;-1;49.478;8.986
3983;18;51.4;6.77
3984;32;50.936333;5.289158
3985;-1;50.922;11.88
3986;5;50.076;8.66
3987;32;51.012;5.648
3988;43;52.268;10.506
3989;-1;52.524;11.468
3990;42;52.482;9.802
3991;-1;51.692265;7.8740144
3992;36;51.064;3.712
3993;-1;51.68465;7.9004626
3994;-1;47.912;12.308
3995;-1;49.238;9.262
3996;-1;48.047653;13.616926
3997;33;50.841915;4.639787
3998;10;47.064667;8.324197
3999;10;47.081688;8.341688
4000;32;50.923077;5.3245096
4001;-1;51.75;5.888
4002;-1;48.59;8.868
4003;36;51.062;3.754
4004;88;53.476795;-1.4963883
4005;51;53.046;8.277
4006;-1;52.234512;21.003775
4007;-1;50.637394;4.662315
4008;36;50.972;3.538
4009;-1;53.6621;9.79282
4010;96;55.660748;37.774685
4011;-1;53.598953;9.4124155
4012;-1;49.042;9.028
4013;3;49.374065;8.572813
4014;-1;51.75;19.33
4015;-1;53.768;11.474
4016;-1;51.549152;7.966922
4017;36;51.076;3.706
4018;56;50.86;13.662
4019;-1;52.474;13.71
4020;54;51.358;12.282
4021;43;52.428;10.816
4022;-1;52.14921;6.7180996
4023;96;55.791145;37.814373
4024;-1;52.36;9.974
4025;8;47.472;7.85
4026;-1;53.336;-6.306
4027;-1;50.66;7.834
4028;-1;52.380356;4.999385
4029;60;47.032;15.502
4030;3;49.372;8.58
4031;-1;51.002;6.85
4032;2;48.98;8.41
4033;-1;59.322;14.502
4034;61;48.0985;16.4509
4035;61;48.178;16.386
4036;54;51.798;12.246
4037;12;48.254;11.454
4038;61;48.182;16.374
4039;34;50.84932;4.354199
4040;34;50.84942;4.353405
4041;-1;50.837;4.331
