cluster;0
0;2876
1;2834
2;2858
3;2868
4;2858
5;2858
6;2874
7;2829
8;2832
9;2845
10;2176
11;2194
13;2169
14;2715
15;2670
17;2773
18;2514
19;2152
21;2873
22;2869
23;2876
24;2875
25;2843
26;2841
27;2875
28;2870
29;2873
30;2496
31;2409
32;2773
33;2844
34;2319
35;2791
36;2361
37;2493
38;2501
39;2582
41;2401
43;1192
44;917
45;2486
46;2660
47;2589
